id,type,amount,date,currency
18391,Payment,7231.42,2022-09-11,EUR
18392,Payment,7458.65,2023-07-23,JPY
18393,Payment,751.07,2023-03-30,JPY
18394,Purchase,2697.42,2021-03-24,JPY
18395,Sale,626.86,2024-02-27,USD
18396,Payment,6538.46,2023-08-06,AUD
18397,Sale,7661.51,2023-09-05,USD
18398,Payment,2038.95,2020-10-26,GBP
18399,Payment,451.16,2021-03-04,AUD
18400,Refund,3678.35,2021-06-21,JPY
18401,Purchase,7237.94,2020-12-16,EUR
18402,Sale,3639.15,2024-04-20,EUR
18403,Sale,7793.45,2020-04-22,AUD
18404,Purchase,6058.9,2022-02-01,JPY
18405,Payment,5433.37,2023-05-30,JPY
18406,Refund,8315.77,2020-05-17,USD
18407,Payment,1144.92,2019-09-11,AUD
18408,Payment,4829.68,2021-09-09,GBP
18409,Purchase,893.57,2020-03-31,JPY
18410,Sale,647.24,2021-09-17,USD
18411,Refund,5811.23,2022-09-13,JPY
18412,Payment,22.18,2024-02-01,AUD
18413,Sale,8793.09,2023-10-20,USD
18414,Payment,6083.08,2022-05-23,JPY
18415,Payment,6287.18,2022-11-07,EUR
18416,Refund,1350.45,2023-06-10,JPY
18417,Purchase,1702.69,2023-03-11,AUD
18418,Payment,663.25,2024-05-05,USD
18419,Payment,9436.8,2023-12-10,EUR
18420,Sale,6132.64,2023-07-24,JPY
18421,Purchase,3440.91,2020-02-23,GBP
18422,Payment,6933.55,2020-05-11,EUR
18423,Refund,438.51,2020-10-22,JPY
18424,Purchase,2882.66,2023-12-28,EUR
18425,Sale,7626.38,2024-03-19,JPY
18426,Purchase,5966.74,2022-07-02,JPY
18427,Sale,9299.88,2024-07-29,JPY
18428,Refund,2355.79,2021-09-12,GBP
18429,Refund,6282.91,2019-08-16,AUD
18430,Refund,3535.36,2020-06-23,AUD
18431,Sale,6244.81,2024-06-27,USD
18432,Purchase,1282.86,2022-11-09,JPY
18433,Sale,9165.19,2021-07-21,GBP
18434,Sale,6177.74,2021-10-26,AUD
18435,Refund,8213.25,2020-03-31,GBP
18436,Refund,732.13,2024-03-03,GBP
18437,Payment,3747.53,2022-04-10,AUD
18438,Refund,5914.67,2021-07-01,USD
18439,Payment,1757.53,2019-11-09,GBP
18440,Payment,9293.19,2023-10-06,GBP
18441,Purchase,9590.5,2021-10-26,AUD
18442,Purchase,8281.23,2022-06-04,USD
18443,Payment,9821.25,2022-11-29,GBP
18444,Refund,130.86,2024-07-27,AUD
18445,Refund,6658.45,2020-03-15,AUD
18446,Payment,4731.86,2023-10-01,EUR
18447,Sale,2244.9,2021-12-13,USD
18448,Refund,4200.71,2022-07-05,AUD
18449,Payment,9173.18,2020-05-19,USD
18450,Purchase,7516.19,2019-12-22,AUD
18451,Sale,234.94,2022-02-09,GBP
18452,Refund,7155.63,2021-07-08,EUR
18453,Purchase,5113.29,2022-03-01,AUD
18454,Purchase,6458.24,2024-06-07,GBP
18455,Purchase,4674.53,2023-03-19,EUR
18456,Refund,1861.38,2021-03-15,AUD
18457,Payment,8605.77,2023-04-18,AUD
18458,Sale,9841.94,2020-01-08,EUR
18459,Sale,3912.3,2023-07-02,EUR
18460,Payment,4410.39,2023-11-30,GBP
18461,Purchase,7217.61,2023-08-23,USD
18462,Payment,518.12,2020-05-25,USD
18463,Refund,2458.61,2019-10-13,JPY
18464,Purchase,4105.66,2023-12-15,GBP
18465,Refund,4190.53,2022-07-05,JPY
18466,Purchase,5103.05,2022-10-26,AUD
18467,Sale,6637.56,2020-01-20,AUD
18468,Refund,4671.9,2020-01-23,EUR
18469,Payment,9351.36,2019-11-07,USD
18470,Payment,1874.68,2021-03-10,JPY
18471,Payment,5615.22,2022-12-25,EUR
18472,Refund,4839.4,2021-01-30,EUR
18473,Refund,5264.91,2022-07-04,JPY
18474,Payment,4091.12,2022-11-09,GBP
18475,Sale,3201.72,2019-11-17,USD
18476,Refund,5678.45,2020-12-08,USD
18477,Sale,4532.27,2023-03-13,JPY
18478,Purchase,5127.14,2020-02-02,USD
18479,Payment,6030.28,2023-06-20,USD
18480,Purchase,7769.34,2023-05-26,AUD
18481,Sale,866.33,2024-05-29,GBP
18482,Sale,427.15,2022-11-26,USD
18483,Payment,8988.6,2022-04-13,EUR
18484,Refund,4258.33,2022-07-24,JPY
18485,Purchase,4798.97,2019-12-05,JPY
18486,Sale,6982.39,2020-06-12,JPY
18487,Sale,144.6,2022-04-10,JPY
18488,Payment,4192.47,2024-06-16,JPY
18489,Refund,3550.4,2023-09-11,JPY
18490,Refund,6524.87,2021-12-10,JPY
18491,Payment,18.74,2020-05-23,GBP
18492,Sale,1629.2,2022-06-23,EUR
18493,Payment,6051.6,2024-07-26,EUR
18494,Sale,4552.81,2023-12-15,JPY
18495,Sale,5811.02,2023-02-08,GBP
18496,Refund,2616.9,2022-05-25,EUR
18497,Refund,9291.78,2022-06-24,USD
18498,Refund,1045.58,2019-11-30,AUD
18499,Payment,8631.12,2021-03-25,JPY
18500,Payment,3008.12,2021-11-10,JPY
18501,Payment,6319.83,2021-07-20,GBP
18502,Payment,4986.79,2024-01-25,JPY
18503,Purchase,3933.83,2020-10-03,EUR
18504,Purchase,1810.37,2020-02-07,GBP
18505,Payment,5157.81,2021-08-20,EUR
18506,Refund,544.23,2020-12-06,JPY
18507,Payment,5457.19,2023-06-19,USD
18508,Purchase,2514.68,2023-06-15,JPY
18509,Refund,8389.34,2022-08-08,JPY
18510,Purchase,4449.33,2023-04-20,JPY
18511,Purchase,3918.65,2021-12-12,AUD
18512,Sale,874.38,2021-09-27,JPY
18513,Sale,627.19,2022-05-23,USD
18514,Purchase,9459.65,2020-08-22,AUD
18515,Refund,4032.55,2024-01-07,AUD
18516,Refund,3663.04,2019-08-21,AUD
18517,Payment,566.34,2023-01-01,USD
18518,Payment,4635.37,2022-11-14,GBP
18519,Refund,2496.5,2022-09-01,USD
18520,Payment,2226.6,2019-08-27,AUD
18521,Payment,4033.92,2020-05-22,GBP
18522,Sale,1003.97,2021-01-04,JPY
18523,Sale,8887.79,2020-03-19,EUR
18524,Sale,5386.45,2019-07-31,USD
18525,Payment,238.58,2023-11-23,AUD
18526,Payment,7151.02,2021-01-23,GBP
18527,Purchase,6693.35,2023-10-31,JPY
18528,Refund,1366.47,2021-04-15,USD
18529,Payment,8231.59,2020-06-02,GBP
18530,Purchase,445.06,2024-01-25,JPY
18531,Sale,4250.06,2019-11-15,GBP
18532,Payment,7289.91,2021-09-01,JPY
18533,Payment,3934.58,2022-11-03,AUD
18534,Purchase,1812.33,2023-01-28,JPY
18535,Purchase,6426.49,2023-08-06,USD
18536,Payment,3535.58,2022-11-21,USD
18537,Payment,2116.37,2024-07-02,AUD
18538,Refund,2183.79,2023-07-07,EUR
18539,Purchase,255.74,2021-12-05,AUD
18540,Purchase,4650.17,2020-09-10,USD
18541,Refund,5472.8,2023-06-01,EUR
18542,Sale,8967.75,2021-10-02,AUD
18543,Purchase,414.95,2021-09-28,GBP
18544,Payment,8665.34,2020-05-23,JPY
18545,Sale,4567.84,2024-04-01,AUD
18546,Refund,5126.25,2021-04-28,USD
18547,Refund,4890.73,2024-02-07,GBP
18548,Refund,4961.56,2022-04-30,JPY
18549,Payment,1879.08,2023-10-09,GBP
18550,Purchase,7089.21,2021-01-22,AUD
18551,Purchase,3822.91,2019-11-22,EUR
18552,Purchase,6506.93,2023-11-30,GBP
18553,Payment,5666.5,2022-05-22,USD
18554,Sale,1080.36,2019-12-24,JPY
18555,Purchase,1210.98,2019-07-31,GBP
18556,Payment,1639.56,2024-06-19,EUR
18557,Payment,9932.91,2021-11-04,EUR
18558,Sale,7265.34,2023-07-19,EUR
18559,Sale,8178.55,2024-07-24,USD
18560,Purchase,988.27,2021-07-01,EUR
18561,Payment,1264.84,2021-02-27,AUD
18562,Refund,9036.01,2022-08-08,JPY
18563,Refund,3862.98,2019-10-20,JPY
18564,Purchase,4577.86,2022-11-30,USD
18565,Payment,388.76,2021-05-14,GBP
18566,Refund,7888.48,2020-05-15,AUD
18567,Purchase,2950.32,2022-08-22,JPY
18568,Purchase,7367.7,2022-01-28,JPY
18569,Sale,4470.14,2021-12-06,AUD
18570,Payment,289.52,2020-02-02,JPY
18571,Refund,3578.19,2023-04-17,EUR
18572,Payment,3724.52,2024-01-13,EUR
18573,Payment,8096.85,2022-03-16,GBP
18574,Refund,2263.37,2024-03-16,GBP
18575,Refund,804.95,2022-07-08,GBP
18576,Purchase,921.0,2022-12-17,AUD
18577,Payment,4459.73,2021-06-21,USD
18578,Payment,8738.49,2023-09-15,JPY
18579,Payment,7827.67,2021-08-01,USD
18580,Refund,868.45,2019-10-27,EUR
18581,Refund,715.65,2022-08-13,JPY
18582,Purchase,772.39,2024-07-04,EUR
18583,Sale,7106.92,2022-11-17,AUD
18584,Sale,2510.54,2019-09-14,AUD
18585,Purchase,675.42,2020-12-03,JPY
18586,Refund,6088.62,2022-06-19,AUD
18587,Payment,3352.21,2021-05-19,EUR
18588,Purchase,998.49,2024-01-15,USD
18589,Refund,5192.07,2019-12-28,USD
18590,Payment,7751.43,2024-02-22,GBP
18591,Sale,6406.99,2024-07-26,AUD
18592,Refund,620.48,2022-06-17,USD
18593,Refund,6596.64,2024-03-05,USD
18594,Purchase,2917.12,2021-06-15,USD
18595,Purchase,3009.93,2022-10-05,EUR
18596,Sale,8146.94,2022-05-07,AUD
18597,Payment,7377.39,2022-06-04,USD
18598,Purchase,8847.53,2021-06-11,JPY
18599,Refund,5364.75,2020-11-14,AUD
18600,Payment,7977.97,2022-06-30,EUR
18601,Purchase,4376.03,2019-09-20,USD
18602,Refund,6760.13,2023-10-16,JPY
18603,Sale,5240.88,2020-06-26,EUR
18604,Refund,6426.99,2024-03-29,USD
18605,Purchase,7422.2,2024-03-27,AUD
18606,Sale,4860.02,2021-12-11,AUD
18607,Sale,1236.51,2024-07-13,JPY
18608,Purchase,7139.99,2021-12-30,GBP
18609,Refund,1923.98,2020-09-29,JPY
18610,Payment,4445.54,2019-08-17,EUR
18611,Sale,2912.84,2019-11-08,JPY
18612,Payment,3604.87,2021-07-19,EUR
18613,Payment,7861.39,2019-09-07,USD
18614,Sale,1215.84,2023-12-22,AUD
18615,Sale,8749.85,2019-09-07,USD
18616,Payment,8180.09,2022-08-18,AUD
18617,Refund,2308.85,2023-11-11,USD
18618,Purchase,3847.63,2023-07-08,AUD
18619,Refund,446.97,2020-05-30,JPY
18620,Purchase,9150.8,2023-04-01,JPY
18621,Refund,627.81,2022-12-14,EUR
18622,Payment,5568.92,2021-04-02,USD
18623,Sale,3148.8,2022-09-27,JPY
18624,Refund,1134.42,2021-03-29,EUR
18625,Payment,6246.14,2021-05-04,EUR
18626,Sale,2874.88,2019-11-16,JPY
18627,Sale,8254.12,2022-01-06,USD
18628,Purchase,588.03,2019-08-26,USD
18629,Refund,327.69,2020-02-29,JPY
18630,Purchase,3625.01,2020-02-18,JPY
18631,Payment,5562.84,2023-05-22,USD
18632,Refund,2782.71,2021-06-17,GBP
18633,Payment,5726.5,2020-05-30,USD
18634,Purchase,3643.2,2023-08-31,EUR
18635,Purchase,9855.22,2024-05-15,JPY
18636,Purchase,1582.75,2023-09-09,EUR
18637,Purchase,3280.99,2020-12-12,AUD
18638,Refund,3118.11,2022-09-12,EUR
18639,Refund,2529.23,2020-11-25,AUD
18640,Purchase,8547.57,2023-05-17,EUR
18641,Payment,210.15,2021-11-19,EUR
18642,Payment,1789.7,2021-05-28,GBP
18643,Refund,5360.14,2023-07-23,GBP
18644,Refund,4628.64,2021-06-11,USD
18645,Sale,2854.81,2020-10-16,EUR
18646,Purchase,549.32,2022-03-18,JPY
18647,Sale,1854.08,2021-12-15,GBP
18648,Payment,2885.47,2022-05-26,GBP
18649,Refund,2358.4,2021-07-03,USD
18650,Purchase,4162.29,2022-05-16,JPY
18651,Purchase,3873.38,2023-03-17,JPY
18652,Sale,4839.86,2021-12-12,USD
18653,Payment,7889.97,2022-02-20,GBP
18654,Payment,6678.68,2020-11-30,GBP
18655,Payment,2878.11,2023-03-07,AUD
18656,Payment,4621.37,2023-05-06,EUR
18657,Payment,2698.69,2023-06-20,GBP
18658,Payment,9097.82,2020-02-12,USD
18659,Payment,7371.45,2020-07-20,AUD
18660,Refund,3456.64,2021-01-16,USD
18661,Sale,9474.25,2024-02-03,GBP
18662,Refund,273.11,2023-05-18,EUR
18663,Payment,3678.53,2021-12-28,GBP
18664,Sale,5487.72,2023-05-19,AUD
18665,Refund,8555.89,2024-02-15,EUR
18666,Refund,1722.69,2021-06-16,EUR
18667,Purchase,9389.66,2021-05-29,USD
18668,Purchase,4769.32,2022-09-14,EUR
18669,Purchase,4084.73,2020-11-11,GBP
18670,Payment,3720.35,2024-03-30,GBP
18671,Sale,882.59,2023-10-03,EUR
18672,Payment,6181.56,2023-01-08,USD
18673,Purchase,8439.82,2023-08-05,JPY
18674,Refund,1984.61,2024-01-26,JPY
18675,Refund,3994.28,2020-09-06,USD
18676,Sale,4488.23,2023-03-05,AUD
18677,Sale,8628.18,2021-04-01,USD
18678,Sale,599.05,2020-11-18,JPY
18679,Refund,8437.16,2022-06-14,AUD
18680,Sale,3917.29,2020-09-25,EUR
18681,Sale,8850.6,2020-09-28,AUD
18682,Refund,1485.02,2020-07-25,EUR
18683,Purchase,6100.21,2020-03-06,USD
18684,Sale,1584.29,2022-09-18,EUR
18685,Purchase,8967.76,2022-11-19,AUD
18686,Refund,9892.39,2023-02-06,EUR
18687,Purchase,663.21,2019-11-13,USD
18688,Sale,5510.34,2020-08-25,GBP
18689,Sale,3311.04,2024-05-01,JPY
18690,Payment,9923.12,2019-09-05,JPY
18691,Sale,2360.94,2021-08-24,AUD
18692,Purchase,8061.26,2023-01-02,USD
18693,Refund,8224.0,2023-05-04,GBP
18694,Sale,14.95,2023-04-27,EUR
18695,Sale,1740.24,2021-08-05,JPY
18696,Refund,4088.1,2021-08-12,USD
18697,Payment,1942.53,2022-01-24,JPY
18698,Purchase,5274.16,2019-09-23,AUD
18699,Payment,1976.27,2022-08-22,AUD
18700,Sale,5648.86,2022-01-23,JPY
18701,Sale,5845.02,2022-03-19,AUD
18702,Sale,8309.18,2022-07-18,GBP
18703,Payment,2412.25,2020-03-03,USD
18704,Payment,1695.1,2019-08-18,EUR
18705,Payment,6207.27,2023-07-18,AUD
18706,Purchase,19.56,2019-10-29,GBP
18707,Payment,643.44,2024-03-27,AUD
18708,Sale,8805.64,2020-09-27,EUR
18709,Refund,8168.98,2022-09-02,USD
18710,Purchase,4668.87,2020-08-30,EUR
18711,Sale,8746.51,2024-03-26,AUD
18712,Sale,3267.64,2024-03-30,EUR
18713,Refund,4978.97,2023-12-07,GBP
18714,Purchase,8872.41,2023-10-04,EUR
18715,Sale,9644.06,2022-09-24,GBP
18716,Sale,4103.81,2019-11-08,JPY
18717,Refund,8399.63,2019-09-27,EUR
18718,Refund,3730.06,2023-11-11,USD
18719,Payment,3310.6,2021-09-12,EUR
18720,Purchase,335.11,2024-03-19,USD
18721,Refund,7235.1,2022-10-19,EUR
18722,Sale,3481.35,2023-10-19,GBP
18723,Purchase,3115.04,2019-11-15,AUD
18724,Refund,904.16,2022-03-23,AUD
18725,Purchase,5315.48,2020-08-25,JPY
18726,Sale,4714.55,2020-03-15,JPY
18727,Payment,1092.65,2023-08-29,EUR
18728,Payment,3463.92,2022-11-27,USD
18729,Sale,8813.65,2023-10-02,EUR
18730,Sale,3276.77,2020-10-15,GBP
18731,Sale,4320.64,2019-08-08,AUD
18732,Purchase,773.15,2020-05-07,JPY
18733,Sale,5064.12,2023-06-05,JPY
18734,Purchase,6589.61,2021-05-14,AUD
18735,Refund,5505.15,2020-09-09,EUR
18736,Purchase,1568.65,2020-11-25,AUD
18737,Sale,9866.27,2023-05-29,GBP
18738,Purchase,434.34,2019-09-11,AUD
18739,Purchase,8949.7,2019-11-15,USD
18740,Sale,7095.49,2023-04-03,JPY
18741,Refund,2074.4,2020-02-13,USD
18742,Purchase,3412.23,2022-08-28,GBP
18743,Sale,1036.47,2023-08-07,EUR
18744,Sale,9419.34,2021-10-14,AUD
18745,Refund,1145.7,2022-07-23,GBP
18746,Refund,6905.63,2021-05-01,EUR
18747,Refund,9447.6,2024-06-14,JPY
18748,Payment,1398.69,2019-12-19,EUR
18749,Sale,3051.5,2024-05-15,AUD
18750,Refund,506.88,2023-08-28,EUR
18751,Refund,4458.86,2020-03-04,AUD
18752,Payment,746.0,2024-04-29,JPY
18753,Purchase,4914.48,2023-08-20,USD
18754,Sale,8016.32,2022-09-01,USD
18755,Payment,7352.44,2021-01-10,JPY
18756,Purchase,2414.15,2020-10-24,JPY
18757,Refund,6208.69,2020-03-25,EUR
18758,Payment,3942.58,2023-11-05,JPY
18759,Purchase,1900.13,2023-10-20,USD
18760,Sale,2902.91,2023-10-24,EUR
18761,Purchase,3004.55,2019-12-14,JPY
18762,Purchase,4744.52,2020-12-14,GBP
18763,Purchase,9880.64,2023-07-22,AUD
18764,Refund,4051.33,2020-07-16,GBP
18765,Purchase,4072.47,2023-01-05,JPY
18766,Sale,4170.36,2020-04-22,GBP
18767,Purchase,2819.59,2022-09-29,EUR
18768,Refund,8205.71,2022-09-30,EUR
18769,Refund,3049.32,2019-11-14,GBP
18770,Sale,1999.73,2022-02-16,AUD
18771,Refund,6780.16,2020-03-29,GBP
18772,Refund,5372.14,2024-05-01,GBP
18773,Sale,109.23,2021-01-27,GBP
18774,Payment,9353.94,2024-01-05,GBP
18775,Purchase,4686.26,2020-11-10,GBP
18776,Refund,6733.41,2023-09-29,JPY
18777,Purchase,3985.49,2024-02-18,AUD
18778,Purchase,9773.67,2020-02-28,AUD
18779,Refund,4877.06,2020-11-10,JPY
18780,Payment,1524.2,2023-09-20,AUD
18781,Refund,5894.65,2020-06-19,USD
18782,Refund,1064.99,2021-08-22,GBP
18783,Sale,5963.6,2022-10-20,GBP
18784,Sale,5917.73,2024-01-29,EUR
18785,Purchase,9659.73,2020-07-26,GBP
18786,Sale,4789.39,2022-02-09,EUR
18787,Purchase,865.08,2022-03-14,USD
18788,Sale,2732.08,2020-04-23,USD
18789,Purchase,9380.35,2021-04-03,EUR
18790,Purchase,2878.34,2019-10-24,GBP
18791,Sale,2980.54,2022-11-16,JPY
18792,Payment,6047.92,2023-10-18,USD
18793,Sale,3763.56,2020-09-23,USD
18794,Purchase,5398.89,2020-07-29,GBP
18795,Sale,5167.3,2020-12-04,GBP
18796,Payment,2954.27,2023-05-28,GBP
18797,Sale,9090.47,2023-01-27,AUD
18798,Sale,7381.79,2023-01-24,GBP
18799,Sale,8933.2,2020-11-24,AUD
18800,Sale,8040.91,2023-05-08,GBP
18801,Purchase,6264.84,2023-12-05,USD
18802,Payment,1253.7,2022-07-24,GBP
18803,Payment,1829.06,2020-07-21,GBP
18804,Purchase,4306.43,2020-10-21,EUR
18805,Payment,9944.94,2022-06-19,USD
18806,Sale,339.47,2024-05-20,JPY
18807,Purchase,6885.5,2024-07-29,AUD
18808,Sale,1209.27,2022-09-10,AUD
18809,Payment,3039.24,2019-09-28,JPY
18810,Sale,9898.56,2020-02-04,USD
18811,Purchase,381.88,2021-02-01,EUR
18812,Purchase,6596.22,2020-12-09,JPY
18813,Purchase,9113.51,2022-04-03,USD
18814,Payment,5314.46,2020-04-10,JPY
18815,Payment,7217.09,2019-12-23,GBP
18816,Refund,7322.98,2024-02-10,USD
18817,Sale,8970.14,2019-08-08,JPY
18818,Refund,1709.06,2021-11-06,GBP
18819,Refund,3129.68,2023-09-08,USD
18820,Sale,5629.73,2022-10-27,AUD
18821,Refund,3369.14,2024-04-26,JPY
18822,Sale,5140.75,2024-06-19,JPY
18823,Refund,6609.37,2022-11-09,AUD
18824,Refund,4781.94,2023-08-12,EUR
18825,Refund,5278.43,2022-06-21,EUR
18826,Payment,2218.83,2023-10-24,GBP
18827,Payment,7152.27,2022-08-28,AUD
18828,Sale,6048.07,2024-06-06,AUD
18829,Purchase,1450.9,2024-06-06,AUD
18830,Payment,8004.62,2020-02-13,JPY
18831,Payment,8373.24,2022-04-09,EUR
18832,Payment,3397.73,2020-05-17,USD
18833,Refund,1091.12,2021-09-07,EUR
18834,Purchase,6431.04,2022-11-07,JPY
18835,Sale,402.17,2019-08-19,USD
18836,Refund,8178.59,2020-09-28,USD
18837,Sale,9331.63,2019-09-05,GBP
18838,Purchase,6199.36,2022-11-11,USD
18839,Payment,6916.15,2020-10-07,USD
18840,Sale,5885.22,2020-01-23,EUR
18841,Refund,7490.41,2019-09-23,GBP
18842,Sale,1638.24,2020-08-13,JPY
18843,Sale,3780.96,2023-12-02,JPY
18844,Purchase,8198.15,2020-11-04,AUD
18845,Payment,5484.91,2019-11-03,JPY
18846,Payment,3186.6,2020-02-28,JPY
18847,Refund,4070.55,2020-06-06,AUD
18848,Refund,8591.02,2022-08-26,GBP
18849,Purchase,421.61,2022-12-03,AUD
18850,Payment,8535.88,2023-08-28,USD
18851,Refund,1556.81,2022-09-01,USD
18852,Payment,127.89,2019-11-28,GBP
18853,Payment,6273.44,2020-08-24,AUD
18854,Sale,339.79,2022-12-27,USD
18855,Sale,2193.15,2023-02-07,EUR
18856,Sale,9473.79,2022-07-16,AUD
18857,Sale,9946.87,2024-06-11,USD
18858,Purchase,9709.09,2020-03-05,EUR
18859,Refund,8321.01,2021-01-29,GBP
18860,Sale,3415.94,2020-05-18,USD
18861,Purchase,5172.65,2021-12-26,JPY
18862,Refund,2627.23,2022-02-13,EUR
18863,Purchase,418.97,2022-06-27,EUR
18864,Purchase,9838.25,2023-05-31,GBP
18865,Purchase,669.47,2021-01-18,AUD
18866,Payment,7130.16,2024-05-08,EUR
18867,Refund,1148.59,2020-04-25,JPY
18868,Payment,5929.21,2023-12-04,USD
18869,Refund,8178.42,2019-08-09,USD
18870,Sale,3924.04,2020-12-06,EUR
18871,Payment,7397.41,2022-04-06,USD
18872,Payment,4312.1,2024-04-06,AUD
18873,Refund,3922.76,2021-11-01,JPY
18874,Sale,6552.01,2020-01-05,AUD
18875,Purchase,2493.3,2020-03-25,EUR
18876,Refund,2135.24,2021-10-06,AUD
18877,Refund,592.76,2024-01-04,EUR
18878,Payment,5064.11,2020-11-03,EUR
18879,Payment,30.08,2020-06-22,EUR
18880,Purchase,6762.79,2024-03-17,USD
18881,Purchase,2991.27,2019-10-15,EUR
18882,Refund,355.53,2022-05-02,GBP
18883,Refund,8654.51,2020-04-15,EUR
18884,Refund,4851.63,2022-11-05,JPY
18885,Refund,9973.34,2022-04-16,EUR
18886,Payment,2497.19,2022-02-20,AUD
18887,Payment,7644.1,2023-05-19,USD
18888,Payment,8098.4,2020-01-03,JPY
18889,Refund,4528.47,2022-08-18,USD
18890,Refund,2441.33,2021-04-26,GBP
18891,Payment,9867.51,2021-05-20,USD
18892,Sale,1406.21,2020-04-04,EUR
18893,Sale,3851.21,2021-12-13,JPY
18894,Payment,278.18,2023-04-09,AUD
18895,Purchase,1379.29,2022-09-21,GBP
18896,Refund,8901.06,2024-02-11,JPY
18897,Refund,4304.33,2020-09-11,JPY
18898,Refund,7246.36,2021-08-24,GBP
18899,Sale,8913.01,2021-11-09,GBP
18900,Purchase,7015.34,2020-10-19,JPY
18901,Purchase,5028.06,2023-09-16,GBP
18902,Payment,7956.22,2021-05-01,EUR
18903,Sale,2710.37,2021-09-24,AUD
18904,Purchase,9963.52,2024-05-16,EUR
18905,Refund,6888.29,2021-10-02,USD
18906,Payment,3609.26,2024-06-01,JPY
18907,Sale,9100.75,2022-04-06,JPY
18908,Sale,6754.78,2023-12-21,AUD
18909,Refund,9031.81,2022-12-05,EUR
18910,Sale,4470.5,2022-10-19,USD
18911,Purchase,6542.41,2020-02-23,AUD
18912,Payment,3647.14,2020-06-12,JPY
18913,Purchase,6055.1,2020-06-29,USD
18914,Purchase,4148.74,2023-05-16,GBP
18915,Sale,2764.38,2021-11-08,GBP
18916,Refund,9060.01,2023-10-24,GBP
18917,Sale,604.55,2020-01-23,EUR
18918,Sale,2185.65,2022-05-01,JPY
18919,Purchase,7718.0,2021-04-24,JPY
18920,Purchase,3055.38,2022-02-21,AUD
18921,Payment,2526.04,2021-12-27,GBP
18922,Sale,5112.6,2022-06-22,JPY
18923,Refund,2417.47,2020-03-22,GBP
18924,Purchase,9633.86,2020-10-28,USD
18925,Purchase,1755.45,2021-09-07,AUD
18926,Payment,4886.94,2021-07-07,JPY
18927,Payment,1191.4,2023-03-18,EUR
18928,Sale,6354.31,2020-05-30,JPY
18929,Refund,6026.75,2022-12-07,USD
18930,Payment,7635.65,2019-09-20,JPY
18931,Purchase,6040.39,2021-03-29,EUR
18932,Refund,217.76,2021-12-07,GBP
18933,Payment,7850.9,2020-08-09,GBP
18934,Payment,7594.47,2021-10-15,USD
18935,Purchase,5730.94,2020-04-16,AUD
18936,Payment,4234.12,2022-05-13,GBP
18937,Purchase,5244.57,2021-04-07,USD
18938,Purchase,3420.67,2021-07-09,GBP
18939,Refund,504.97,2019-11-29,GBP
18940,Refund,134.04,2022-08-28,JPY
18941,Refund,8972.0,2023-10-13,EUR
18942,Refund,8786.8,2021-03-30,AUD
18943,Refund,2811.73,2023-07-22,AUD
18944,Payment,2109.48,2020-04-11,GBP
18945,Payment,2618.16,2020-01-27,JPY
18946,Refund,5140.94,2023-03-20,AUD
18947,Sale,8769.3,2023-03-01,AUD
18948,Purchase,8610.74,2023-04-06,EUR
18949,Purchase,3352.74,2020-09-16,USD
18950,Purchase,8973.68,2023-10-16,EUR
18951,Payment,3619.53,2019-10-24,USD
18952,Sale,6806.72,2021-05-07,EUR
18953,Payment,3327.0,2020-04-27,AUD
18954,Sale,5651.06,2020-04-13,EUR
18955,Refund,8883.91,2020-08-08,USD
18956,Refund,5622.63,2024-05-05,EUR
18957,Sale,7141.65,2023-08-02,USD
18958,Payment,945.34,2021-07-19,USD
18959,Sale,8229.45,2020-05-10,USD
18960,Refund,4571.88,2022-04-18,AUD
18961,Sale,5395.96,2021-06-25,AUD
18962,Purchase,420.24,2021-01-28,JPY
18963,Refund,7862.83,2021-01-24,AUD
18964,Purchase,1082.22,2022-11-15,EUR
18965,Sale,8998.58,2021-10-25,AUD
18966,Sale,8748.4,2020-11-03,EUR
18967,Refund,7118.59,2020-10-22,GBP
18968,Payment,1863.14,2020-08-13,GBP
18969,Sale,4801.97,2022-03-11,JPY
18970,Payment,8227.38,2019-08-02,GBP
18971,Refund,5085.33,2020-12-04,JPY
18972,Purchase,6193.47,2024-02-19,GBP
18973,Payment,4919.45,2024-03-04,EUR
18974,Purchase,8561.12,2021-09-01,AUD
18975,Purchase,1383.02,2020-02-04,JPY
18976,Purchase,4240.28,2023-10-13,EUR
18977,Sale,1469.86,2022-09-12,GBP
18978,Payment,5597.42,2020-07-10,EUR
18979,Payment,208.46,2023-08-12,GBP
18980,Payment,5697.89,2022-11-17,EUR
18981,Purchase,9093.88,2022-10-06,AUD
18982,Sale,7748.16,2024-04-18,USD
18983,Refund,4383.32,2023-02-17,USD
18984,Sale,7476.81,2020-07-31,USD
18985,Payment,3068.75,2020-08-31,AUD
18986,Purchase,4892.74,2022-07-30,USD
18987,Purchase,6227.82,2021-10-05,GBP
18988,Refund,1152.8,2019-11-25,AUD
18989,Sale,7502.83,2021-04-21,GBP
18990,Refund,7528.94,2020-03-29,AUD
18991,Purchase,4833.66,2019-09-19,AUD
18992,Sale,7155.24,2023-11-02,USD
18993,Purchase,1512.75,2019-11-16,JPY
18994,Purchase,694.88,2021-02-02,USD
18995,Payment,1431.96,2022-02-23,USD
18996,Sale,5073.12,2020-03-08,AUD
18997,Purchase,4862.08,2019-08-19,USD
18998,Sale,5765.88,2023-11-28,AUD
18999,Sale,4623.82,2022-05-22,AUD
19000,Purchase,3922.94,2022-10-09,JPY
