id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
7189,"Patrick, Fischer and Mendoza","27300 Bernard Crest
South Jessica, ID 85238",S.n.C.,595-91-5183,"[{""year"": 2016, ""revenue"": 833586.89, ""profit"": 298102.36}]","[26, 87]","[59, 21, 65, 55, 28, 35, 46, 73]","[957, 940, 739]","[11669, 7642, 17371, 9700]",[4203]
7190,Morales and Sons,"65936 Spence Glen
North Keithside, NM 99536",S.p.A.,345-52-8046,"[{""year"": 2017, ""revenue"": 778652.79, ""profit"": 28302.41}, {""year"": 2016, ""revenue"": 76801.29, ""profit"": 305783.04}, {""year"": 2017, ""revenue"": 146161.41, ""profit"": 1725.91}, {""year"": 2018, ""revenue"": 503561.04, ""profit"": 100883.7}, {""year"": 2018, ""revenue"": 278390.49, ""profit"": 387419.67}]",[6],"[80, 76, 6, 24, 23, 48, 51]","[664, 286, 572]","[9922, 5926]","[4013, 61, 4930]"
7191,Diaz-Weaver,"USS Lopez
FPO AE 71577",S.r.l. a socio unico,411-42-9843,"[{""year"": 2016, ""revenue"": 460900.72, ""profit"": 443418.74}, {""year"": 2015, ""revenue"": 928580.87, ""profit"": 65149.65}, {""year"": 2017, ""revenue"": 273394.32, ""profit"": 386320.55}, {""year"": 2022, ""revenue"": 474603.92, ""profit"": 354542.33}]",[29],"[55, 97, 28, 64, 80, 37, 98]","[248, 662, 808]","[17811, 8303]",[2358]
7192,Gray Group,"2854 Vargas Run
Scottmouth, NM 68007",S.r.l. a socio unico,583-66-3076,"[{""year"": 2019, ""revenue"": 698476.34, ""profit"": 363795.08}, {""year"": 2018, ""revenue"": 251746.73, ""profit"": 244189.33}]","[1, 26]","[34, 96, 79, 68, 19]","[363, 19, 49]","[3874, 999]","[325, 285, 3174]"
7193,Baker LLC,"3052 Burns Alley Apt. 405
Port Julieborough, GU 99729",S.p.A.,392-74-1354,"[{""year"": 2016, ""revenue"": 111153.17, ""profit"": 2750.15}, {""year"": 2015, ""revenue"": 585036.65, ""profit"": 56633.34}, {""year"": 2021, ""revenue"": 142221.05, ""profit"": 151976.04}, {""year"": 2023, ""revenue"": 260443.81, ""profit"": 249058.35}, {""year"": 2018, ""revenue"": 109203.36, ""profit"": 1681.32}]","[9, 98, 62]","[3, 7, 73, 71, 39, 35, 17]","[855, 864]","[16994, 15703, 18646, 13680]","[2642, 2598, 3731]"
7194,"Sharp, Cruz and Wheeler","Unit 3418 Box 3133
DPO AA 52848",S.p.A.,090-05-4812,"[{""year"": 2016, ""revenue"": 413575.31, ""profit"": 301402.32}, {""year"": 2020, ""revenue"": 376206.59, ""profit"": 165958.09}]",[26],[49],"[653, 801]",[19104],"[3173, 752]"
7195,Jordan-Lopez,"5355 John Rue Suite 590
West David, MP 01699",S.r.l.,342-86-6234,"[{""year"": 2022, ""revenue"": 906398.85, ""profit"": 116668.65}, {""year"": 2019, ""revenue"": 597948.75, ""profit"": 63288.62}]","[93, 83, 66]","[32, 96, 83]","[340, 116, 685]","[9044, 14806, 13171, 6178]",[605]
7196,Medina and Sons,"92191 Gonzalez Plain Apt. 393
Port Vanessaburgh, CO 88916",S.n.C.,832-85-1272,"[{""year"": 2015, ""revenue"": 62770.83, ""profit"": 426867.84}]",[61],"[6, 16, 54, 63, 49, 81, 80]",[947],"[10450, 12060, 15810, 5487, 9705]","[4636, 870]"
7197,"Villa, Williams and Mcpherson","Unit 2281 Box 3420
DPO AA 04466",S.r.l. a socio unico,123-48-4348,"[{""year"": 2016, ""revenue"": 668991.25, ""profit"": 270713.56}]","[9, 24]","[49, 20, 63, 32, 50]",[676],[7882],"[4965, 3804]"
7198,Nash-Parks,"8701 Stephanie Gardens
East Tyrone, NV 69618",Cooperative,251-46-2026,"[{""year"": 2020, ""revenue"": 425071.63, ""profit"": 128444.94}, {""year"": 2022, ""revenue"": 204851.64, ""profit"": 373685.67}]","[9, 8, 53]","[85, 47, 57, 65, 88, 54, 91, 11, 4]","[531, 126]","[6802, 17075, 3642, 18440, 11288]","[2966, 4687]"
7199,"Carter, Wallace and Lin","258 Barajas Inlet
Jeffreyberg, NH 89783",S.p.A.,347-05-1796,"[{""year"": 2020, ""revenue"": 387616.91, ""profit"": 418032.08}]","[14, 90, 46]","[99, 40, 85, 9]","[531, 158, 747]","[19723, 14078, 8130, 10944]","[3875, 1623, 432]"
7200,"Andrade, Marsh and West","37796 Williams Shores
South Michelefort, CT 62572",S.r.l. a socio unico,767-25-2079,"[{""year"": 2018, ""revenue"": 219000.21, ""profit"": 446394.32}, {""year"": 2015, ""revenue"": 769696.94, ""profit"": 6287.52}, {""year"": 2023, ""revenue"": 893539.7, ""profit"": 123967.19}, {""year"": 2019, ""revenue"": 595219.99, ""profit"": 395589.09}]","[84, 95]","[10, 66]","[591, 982]",[4044],[2066]
7201,Simmons Ltd,"00761 Huang Locks
Danielview, IA 00566",S.n.C.,091-19-5965,"[{""year"": 2019, ""revenue"": 492355.99, ""profit"": 193944.15}, {""year"": 2019, ""revenue"": 185075.62, ""profit"": 88748.96}]","[30, 74]","[74, 69, 84, 46, 33, 66, 100, 71, 89, 26]","[939, 759]","[7001, 4541]","[1932, 2011, 3910]"
7202,Cole Group,"141 Thomas Cove Suite 077
Courtneyton, MH 76128",S.r.l.,031-60-8153,"[{""year"": 2018, ""revenue"": 714485.84, ""profit"": 63786.8}, {""year"": 2023, ""revenue"": 44427.72, ""profit"": 218429.2}, {""year"": 2017, ""revenue"": 296534.98, ""profit"": 332687.04}]",[27],"[39, 68]",[2],"[14492, 12239, 398]","[3061, 3272, 3693]"
7203,Morales-Mcintyre,"Unit 8118 Box 0120
DPO AA 11861",S.a.S.,828-06-8302,"[{""year"": 2023, ""revenue"": 366681.9, ""profit"": 257709.6}, {""year"": 2017, ""revenue"": 889634.7, ""profit"": 178589.96}, {""year"": 2017, ""revenue"": 298390.82, ""profit"": 220302.96}]","[34, 57, 72]","[50, 41, 89, 47, 74, 62, 12, 87, 6, 82]",[287],"[10234, 8350, 7959]","[2683, 2129, 3081]"
7204,Smith PLC,"USNS Mason
FPO AE 96875",Onlus,733-76-8079,"[{""year"": 2022, ""revenue"": 650983.83, ""profit"": 385878.36}, {""year"": 2017, ""revenue"": 961586.94, ""profit"": 27560.05}, {""year"": 2021, ""revenue"": 921784.02, ""profit"": 223858.84}, {""year"": 2015, ""revenue"": 703899.02, ""profit"": 83399.42}, {""year"": 2022, ""revenue"": 921704.01, ""profit"": 45526.1}]","[19, 9, 23]","[96, 45, 81, 60, 74, 77]","[988, 153, 537]","[2, 4702, 18, 10505]",[3954]
7205,"Blair, Brown and Reeves","23163 Margaret Station Apt. 060
Mathewmouth, WV 20957",Onlus,527-15-0422,"[{""year"": 2018, ""revenue"": 429099.27, ""profit"": 15943.21}, {""year"": 2023, ""revenue"": 321010.01, ""profit"": 205085.71}, {""year"": 2020, ""revenue"": 910422.65, ""profit"": 179776.25}, {""year"": 2019, ""revenue"": 365527.53, ""profit"": 429027.75}]","[27, 58]","[77, 73, 3, 29, 1, 61, 13, 9]",[237],"[15072, 8931, 18512]","[601, 2590]"
7206,"Davis, Bennett and Johnson","2527 Jennings Plain Suite 047
Brownborough, ID 25440",Cooperative,761-97-5494,"[{""year"": 2018, ""revenue"": 650915.41, ""profit"": 373076.38}]","[6, 37, 61]","[88, 13, 85]","[554, 384, 201]","[15507, 16435]","[459, 3539]"
7207,Copeland and Sons,"8516 Duncan Falls
Rayfurt, RI 86186",S.n.C.,329-15-7259,"[{""year"": 2022, ""revenue"": 251648.79, ""profit"": 268018.29}, {""year"": 2015, ""revenue"": 259427.28, ""profit"": 46420.4}, {""year"": 2023, ""revenue"": 670831.07, ""profit"": 437040.95}, {""year"": 2022, ""revenue"": 190356.66, ""profit"": 170353.51}]","[48, 12]","[38, 6, 32, 82, 46, 24]",[895],"[4773, 18707, 15955, 18873, 12408]","[1272, 1438, 2980]"
7208,"May, Alexander and Lewis","7017 Wright Pine
Port Victoria, TX 37833",Cooperative,423-20-2689,"[{""year"": 2015, ""revenue"": 439016.66, ""profit"": 8631.06}, {""year"": 2017, ""revenue"": 639377.69, ""profit"": 255501.05}, {""year"": 2016, ""revenue"": 76850.66, ""profit"": 57709.14}]",[32],"[43, 61, 42, 97, 21, 78, 98]",[908],"[16161, 11120, 8637, 6050, 4697]","[3857, 3824, 971]"
7209,Allen-Castaneda,"8665 Bobby Flats
Port Feliciaport, WA 81414",S.a.S.,733-14-1553,"[{""year"": 2022, ""revenue"": 580874.12, ""profit"": 396108.14}]",[40],"[52, 58, 12, 83, 69]","[949, 479, 35]","[7510, 9758, 8125, 6277]","[4466, 4339]"
7210,"Gray, Miller and Martinez","2303 Ramsey Locks
Osbornbury, PA 52783",S.a.S.,895-33-6698,"[{""year"": 2022, ""revenue"": 694855.27, ""profit"": 169310.09}]","[99, 49, 68]","[4, 22, 48]","[807, 858]","[2345, 19344, 14456, 13064]","[1179, 1294, 3751]"
7211,Murphy-Martinez,"537 Catherine Squares Suite 759
Melindafort, KS 81555",S.r.l.,245-81-0175,"[{""year"": 2019, ""revenue"": 276995.26, ""profit"": 299901.42}, {""year"": 2020, ""revenue"": 736916.8, ""profit"": 123309.43}, {""year"": 2022, ""revenue"": 844553.43, ""profit"": 389057.01}, {""year"": 2015, ""revenue"": 450507.48, ""profit"": 415687.32}, {""year"": 2021, ""revenue"": 967580.04, ""profit"": 431706.93}]","[36, 54, 13]","[33, 82, 50, 6, 36, 24, 94, 99]","[252, 180, 773]","[11665, 4852, 9953, 12357]",[290]
7212,Villegas PLC,"9949 Cox Port
East Stevenbury, NE 77978",Cooperative,407-25-6605,"[{""year"": 2015, ""revenue"": 119254.77, ""profit"": 170122.76}, {""year"": 2020, ""revenue"": 51168.61, ""profit"": 484505.56}]","[46, 16, 45]","[51, 61, 37, 33, 40, 76, 17]",[173],"[16208, 15630, 9997]","[1552, 1906]"
7213,"Williamson, Mullins and Woods","274 Landry Burg
Danielleview, CA 79580",S.a.S.,301-09-7553,"[{""year"": 2022, ""revenue"": 346068.64, ""profit"": 15855.92}, {""year"": 2016, ""revenue"": 460779.2, ""profit"": 497771.31}, {""year"": 2017, ""revenue"": 738255.33, ""profit"": 46315.13}, {""year"": 2016, ""revenue"": 747528.46, ""profit"": 456769.65}]",[1],"[3, 21, 18, 94]","[696, 105, 347]","[4093, 8205, 16026, 17613, 17733]","[1817, 490]"
7214,Ray-Skinner,"808 Bryan Springs
Mariaville, TX 53578",S.r.l.,205-14-6458,"[{""year"": 2019, ""revenue"": 903845.49, ""profit"": 231688.53}, {""year"": 2020, ""revenue"": 273133.19, ""profit"": 45902.79}, {""year"": 2022, ""revenue"": 709560.83, ""profit"": 473893.75}]","[45, 57]",[39],"[495, 540]","[15499, 17369, 2954, 4365, 8453]","[3697, 1860, 3338]"
7215,Marshall Group,"0350 Clark Terrace
Sandraton, NJ 41352",Onlus,353-16-8393,"[{""year"": 2016, ""revenue"": 890287.61, ""profit"": 407722.96}, {""year"": 2022, ""revenue"": 274471.56, ""profit"": 202386.64}]","[6, 81]","[26, 72, 18, 99, 44]",[980],"[13827, 1260, 4963, 12642]","[1312, 1471, 1202]"
7216,"Robinson, Ellis and Delgado","37590 Whitaker Drive
Robinsonshire, OR 00639",S.n.C.,359-82-8064,"[{""year"": 2022, ""revenue"": 302081.79, ""profit"": 476060.21}, {""year"": 2022, ""revenue"": 603168.66, ""profit"": 465157.74}, {""year"": 2021, ""revenue"": 79962.54, ""profit"": 167456.46}, {""year"": 2023, ""revenue"": 524275.06, ""profit"": 201863.79}]","[43, 80]","[48, 9, 20, 80, 83, 72, 55, 42, 40, 74]","[808, 954]","[13016, 11311, 9692, 13830, 6916]","[708, 2539, 4424]"
7217,Collins LLC,"17022 Casey Pines Apt. 423
Thomasberg, OR 38046",S.p.A.,394-99-0333,"[{""year"": 2023, ""revenue"": 255017.79, ""profit"": 90094.16}, {""year"": 2019, ""revenue"": 346858.48, ""profit"": 47419.11}, {""year"": 2023, ""revenue"": 937955.96, ""profit"": 405648.35}, {""year"": 2019, ""revenue"": 659995.53, ""profit"": 170238.65}]",[46],[27],"[590, 839, 116]",[1637],"[4853, 1665, 4974]"
7218,"Hall, Arellano and Vega","23552 Fuller Shore
Lake Maria, MN 56545",S.r.l.,312-24-4388,"[{""year"": 2022, ""revenue"": 953599.74, ""profit"": 383292.17}, {""year"": 2015, ""revenue"": 823183.74, ""profit"": 430082.72}, {""year"": 2015, ""revenue"": 668283.55, ""profit"": 382232.19}, {""year"": 2017, ""revenue"": 332982.01, ""profit"": 120507.42}, {""year"": 2023, ""revenue"": 340401.31, ""profit"": 356873.53}]",[11],[71],"[313, 684, 232]","[9534, 15458]","[468, 4063, 834]"
7219,Rogers and Sons,"916 John Prairie
South Bradley, IA 86463",S.a.S.,795-73-9855,"[{""year"": 2017, ""revenue"": 319637.84, ""profit"": 14838.9}, {""year"": 2022, ""revenue"": 744533.45, ""profit"": 17523.47}]","[51, 14]","[21, 27, 26, 64, 61, 70, 39, 100]","[555, 965, 147]","[11095, 18489, 6464, 6722]","[4558, 565, 2053]"
7220,"Landry, Neal and Walker","6011 Nguyen Fords
South Brandy, FM 21581",S.r.l.,586-17-6277,"[{""year"": 2022, ""revenue"": 769018.66, ""profit"": 368190.85}, {""year"": 2018, ""revenue"": 743414.71, ""profit"": 364281.71}, {""year"": 2021, ""revenue"": 253141.23, ""profit"": 430453.38}, {""year"": 2016, ""revenue"": 75019.05, ""profit"": 168773.25}]","[41, 96]","[24, 60, 2, 84, 15, 29, 30, 9, 20, 55]","[836, 133]","[8331, 6757]","[3165, 1321, 1786]"
7221,"Wilson, Garcia and Thompson","19056 James View
Jacksonport, WV 10202",S.n.C.,508-36-8104,"[{""year"": 2018, ""revenue"": 760354.09, ""profit"": 174153.53}, {""year"": 2022, ""revenue"": 575101.85, ""profit"": 437114.79}, {""year"": 2019, ""revenue"": 365679.34, ""profit"": 81433.41}, {""year"": 2021, ""revenue"": 38094.3, ""profit"": 322343.37}, {""year"": 2021, ""revenue"": 240915.04, ""profit"": 60109.24}]",[17],"[1, 26, 90, 47, 20]","[816, 34]","[11080, 7241, 18731, 18715]","[4934, 2725]"
7222,Arroyo Group,"75411 Johnson Squares
Penaborough, TX 47749",S.r.l. a socio unico,172-86-3985,"[{""year"": 2022, ""revenue"": 655244.39, ""profit"": 272800.54}]","[24, 22, 73]","[61, 69]",[678],"[6425, 10921, 6595]","[444, 4809]"
7223,"Anderson, Davis and Davis","2321 Whitaker Plaza Apt. 975
Flemingburgh, VT 27911",S.p.A.,665-72-9771,"[{""year"": 2019, ""revenue"": 229914.05, ""profit"": 18908.47}, {""year"": 2021, ""revenue"": 785446.29, ""profit"": 35152.31}, {""year"": 2021, ""revenue"": 615106.41, ""profit"": 230781.95}, {""year"": 2021, ""revenue"": 401004.1, ""profit"": 112742.16}, {""year"": 2020, ""revenue"": 773111.12, ""profit"": 67883.57}]","[14, 99]","[41, 81]","[795, 141, 937]","[18948, 9348, 10002, 2556]","[174, 2963, 1706]"
7224,Garcia-Jackson,"64602 Rodney Harbors
New Malloryshire, RI 00744",Cooperative,296-43-3015,"[{""year"": 2018, ""revenue"": 666256.79, ""profit"": 467699.08}, {""year"": 2017, ""revenue"": 554185.98, ""profit"": 63713.52}, {""year"": 2019, ""revenue"": 319926.7, ""profit"": 276600.05}]","[37, 47]","[13, 20, 24]","[531, 672]",[11109],"[4859, 1972]"
7225,Jones PLC,"14913 Smith Springs Suite 553
Michaelfort, OH 54656",Cooperative,152-79-9375,"[{""year"": 2023, ""revenue"": 845072.66, ""profit"": 206662.74}, {""year"": 2021, ""revenue"": 755944.67, ""profit"": 109005.16}]","[61, 38, 93]",[17],"[833, 906]","[17903, 14116, 16031, 4690]",[1443]
7226,Thomas-Schroeder,"70013 Brandon Row
Michaelport, DE 17903",S.p.A.,233-85-6520,"[{""year"": 2019, ""revenue"": 756648.91, ""profit"": 32104.79}, {""year"": 2018, ""revenue"": 679568.24, ""profit"": 205740.71}, {""year"": 2023, ""revenue"": 581840.37, ""profit"": 107473.61}]","[34, 76, 79]","[82, 90]",[118],"[6349, 12401, 15138]","[3124, 1281]"
7227,Brown and Sons,"9874 Valdez Valley Apt. 106
Lake Amanda, LA 77163",Onlus,227-02-0363,"[{""year"": 2019, ""revenue"": 310978.01, ""profit"": 369914.37}, {""year"": 2016, ""revenue"": 166491.41, ""profit"": 68600.41}, {""year"": 2023, ""revenue"": 492109.14, ""profit"": 69621.6}]","[73, 18]","[87, 19, 15, 6, 43]",[850],"[4538, 13176, 3820, 7269]","[681, 2074]"
7228,Coleman-Cannon,"877 Andrew Field Apt. 889
Sueport, MP 87658",S.p.A.,455-35-4045,"[{""year"": 2016, ""revenue"": 125019.39, ""profit"": 120091.25}, {""year"": 2020, ""revenue"": 779044.98, ""profit"": 143883.0}]","[98, 73]","[93, 83, 55, 42, 35]","[436, 318]","[14674, 11337, 626]",[2179]
7229,"Hernandez, Hoffman and Nelson","508 Ian Mountains Suite 972
Kelleyview, OH 74493",S.r.l. a socio unico,284-07-5043,"[{""year"": 2018, ""revenue"": 765233.4, ""profit"": 100959.01}]","[41, 66]",[60],"[742, 545]","[4069, 16430, 10191, 11409, 2755]","[4022, 1739, 352]"
7230,Ramirez PLC,"PSC 9531, Box 6482
APO AE 45331",Cooperative,602-39-7863,"[{""year"": 2017, ""revenue"": 922787.61, ""profit"": 48799.04}]","[95, 68, 65]","[26, 88, 100, 7, 13, 93]","[993, 358, 415]","[16914, 12058, 13745]",[84]
7231,"Vega, Lawson and Johnson","41208 Lisa Inlet
Millerstad, CO 69378",S.a.S.,053-33-9305,"[{""year"": 2016, ""revenue"": 943344.03, ""profit"": 184694.98}]",[72],"[69, 86, 43, 5, 74, 88, 9, 1, 38]",[228],"[19497, 3223, 18113, 16419, 3499]","[4555, 1583]"
7232,"Sloan, Wagner and Taylor","432 Kristy Rue
West Christopher, MI 65061",S.n.C.,655-05-5877,"[{""year"": 2017, ""revenue"": 674267.75, ""profit"": 7901.53}]","[27, 81]","[9, 6, 98, 73, 75, 60, 4, 55, 95, 62]","[137, 13]",[13439],"[3534, 1464, 3316]"
7233,Cline-Blair,"8164 Amy Summit Apt. 985
East Carlos, SC 84842",Cooperative,448-18-9941,"[{""year"": 2022, ""revenue"": 211562.49, ""profit"": 36830.91}, {""year"": 2018, ""revenue"": 978626.41, ""profit"": 373852.05}, {""year"": 2017, ""revenue"": 636182.23, ""profit"": 405758.49}, {""year"": 2017, ""revenue"": 79568.9, ""profit"": 12232.52}]","[55, 96]","[18, 17, 58, 95, 27]","[521, 793]",[13516],"[1859, 2991]"
7234,Duke Inc,"44372 Diaz Spring Apt. 791
New Timothychester, CA 31094",S.n.C.,572-08-7725,"[{""year"": 2019, ""revenue"": 179449.59, ""profit"": 447119.64}]","[67, 38, 35]",[67],[966],"[16860, 4363, 8764, 8278, 11706]","[4802, 718]"
7235,Anderson Inc,"517 Blackwell Ville
New Susan, IL 95824",S.p.A.,651-15-1145,"[{""year"": 2023, ""revenue"": 858225.37, ""profit"": 388085.77}, {""year"": 2020, ""revenue"": 662249.3, ""profit"": 195612.74}]","[72, 66, 38]","[42, 83]",[501],"[877, 12642, 7694]",[1751]
7236,Cook Ltd,"769 Adam Ferry
Lake Paul, MN 57604",S.p.A.,187-10-1768,"[{""year"": 2015, ""revenue"": 363976.22, ""profit"": 426971.98}, {""year"": 2018, ""revenue"": 73255.55, ""profit"": 71294.8}, {""year"": 2022, ""revenue"": 786036.51, ""profit"": 312848.33}]","[9, 83]","[23, 94, 88, 71, 28, 60]",[902],"[3496, 15967, 16266, 18603, 17329]",[4893]
7237,Wilson PLC,"35505 Martinez Circle Suite 529
Isaiahfort, SC 19362",S.r.l.,317-24-7326,"[{""year"": 2022, ""revenue"": 547998.38, ""profit"": 70778.1}, {""year"": 2023, ""revenue"": 601495.45, ""profit"": 434836.53}, {""year"": 2023, ""revenue"": 638594.54, ""profit"": 50438.03}, {""year"": 2017, ""revenue"": 395774.0, ""profit"": 417725.41}]","[79, 16]","[26, 99, 52, 19]",[594],[10940],"[2402, 2778]"
7238,Clark Ltd,"65632 Patrick Harbor Suite 802
New Michellefurt, VI 04894",S.n.C.,062-41-3438,"[{""year"": 2022, ""revenue"": 916042.2, ""profit"": 399524.33}, {""year"": 2016, ""revenue"": 729513.42, ""profit"": 131942.1}, {""year"": 2023, ""revenue"": 448396.45, ""profit"": 455988.29}, {""year"": 2023, ""revenue"": 166296.53, ""profit"": 128780.65}]",[9],"[98, 92, 59, 5, 30, 81, 77, 6, 76, 85]","[34, 142]","[14676, 11232, 13391, 3957, 7896]",[4224]
7239,"Duncan, Pratt and Leach","59421 Mayo Harbors
Suttontown, ID 98128",S.a.S.,177-06-0672,"[{""year"": 2019, ""revenue"": 727095.44, ""profit"": 250802.06}, {""year"": 2020, ""revenue"": 720342.31, ""profit"": 244304.58}, {""year"": 2018, ""revenue"": 418149.15, ""profit"": 173819.24}, {""year"": 2022, ""revenue"": 466890.28, ""profit"": 322917.13}, {""year"": 2022, ""revenue"": 238637.2, ""profit"": 74256.0}]","[5, 33, 18]",[3],"[74, 150, 703]","[12791, 12135]","[2170, 4828]"
7240,Mejia Inc,"3585 Lewis Estate
Patrickmouth, WY 63562",Cooperative,877-45-4357,"[{""year"": 2021, ""revenue"": 533568.11, ""profit"": 385431.79}]",[82],"[86, 2, 38, 47, 55]","[987, 210, 261]","[13425, 12725]","[3769, 462, 2887]"
7241,Jones Group,"62546 Jon Fort
North Frederick, NY 69104",S.a.S.,572-33-9994,"[{""year"": 2015, ""revenue"": 634340.25, ""profit"": 21961.1}, {""year"": 2017, ""revenue"": 905933.07, ""profit"": 207308.56}, {""year"": 2015, ""revenue"": 535636.16, ""profit"": 150423.12}]",[40],"[38, 57, 42, 10, 11, 71, 54]","[69, 576]","[7263, 14441]",[3256]
7242,Walker-Johns,"021 Bobby Loop
South Sandraborough, MN 15180",S.r.l.,807-97-7537,"[{""year"": 2020, ""revenue"": 619542.01, ""profit"": 235457.9}]","[86, 20]","[30, 77]",[981],[5949],"[1586, 509, 2140]"
7243,Miller-Moore,"4836 John Plaza
North Leonardburgh, MA 06413",Cooperative,373-73-9731,"[{""year"": 2018, ""revenue"": 877743.15, ""profit"": 353391.66}, {""year"": 2015, ""revenue"": 514111.95, ""profit"": 263714.06}, {""year"": 2020, ""revenue"": 913494.1, ""profit"": 456944.31}]","[1, 86, 74]","[64, 82, 50, 47, 88, 10, 72, 1, 77, 75]","[750, 848, 816]","[5934, 12680, 4336]","[2602, 554, 4421]"
7244,"Davis, Madden and Wells","19326 Meagan Trail
East Kristine, RI 59451",S.r.l.,618-94-6880,"[{""year"": 2019, ""revenue"": 297944.28, ""profit"": 202976.75}]","[48, 85]","[17, 14, 96, 89]",[9],"[5204, 11879, 12091, 6753, 11651]","[1059, 1061, 4739]"
7245,"Curtis, Allen and Dalton","20611 Colton Point
South Christopher, MS 13841",S.p.A.,346-78-1941,"[{""year"": 2020, ""revenue"": 481564.99, ""profit"": 122126.92}, {""year"": 2015, ""revenue"": 993617.35, ""profit"": 196866.48}, {""year"": 2015, ""revenue"": 461038.75, ""profit"": 203272.73}, {""year"": 2020, ""revenue"": 334394.26, ""profit"": 157082.41}]","[38, 66]","[81, 16, 53, 47, 33, 72, 58]",[594],[19139],"[987, 138]"
7246,Payne and Sons,"265 Johnston Creek
Marybury, UT 99431",S.n.C.,646-95-1315,"[{""year"": 2022, ""revenue"": 673449.73, ""profit"": 447520.94}]","[53, 66, 14]","[1, 55, 86]","[232, 372]","[7913, 8394, 10261, 15041, 17288]","[2510, 64, 4588]"
7247,Howell Group,"9291 Adams Parkways Suite 995
Amandamouth, GA 68104",S.r.l. a socio unico,736-40-6330,"[{""year"": 2020, ""revenue"": 925715.01, ""profit"": 189206.23}, {""year"": 2021, ""revenue"": 916424.73, ""profit"": 233270.76}, {""year"": 2023, ""revenue"": 72998.16, ""profit"": 161761.9}]",[59],"[55, 97, 25, 65, 53, 6, 100, 43, 76, 89]","[984, 861, 605]","[2431, 10204]","[3296, 4325, 1966]"
7248,"Dean, Martinez and Perez","864 Sandra Course Apt. 777
West Emilyfort, NJ 41103",S.r.l.,152-17-7560,"[{""year"": 2021, ""revenue"": 705426.42, ""profit"": 239008.74}]","[37, 4]","[58, 84, 59, 37]",[129],"[190, 19846, 15276]","[1744, 2235, 2080]"
7249,Coffey and Sons,"799 Michael Glen Apt. 261
West Briana, FL 87849",S.n.C.,402-17-9298,"[{""year"": 2015, ""revenue"": 696689.16, ""profit"": 412008.43}, {""year"": 2021, ""revenue"": 667194.3, ""profit"": 408322.25}, {""year"": 2015, ""revenue"": 940664.85, ""profit"": 48906.55}, {""year"": 2017, ""revenue"": 948196.19, ""profit"": 216680.26}, {""year"": 2020, ""revenue"": 194631.93, ""profit"": 276232.38}]",[6],"[26, 75, 39, 4]","[166, 457, 548]","[7865, 7390, 9316, 12359]","[4078, 1090, 2546]"
7250,"Anderson, Bruce and White","PSC 7407, Box 1650
APO AA 48513",Cooperative,817-03-3008,"[{""year"": 2022, ""revenue"": 787740.83, ""profit"": 196904.49}]","[12, 26, 6]","[3, 37, 98, 74, 38, 21, 70, 9, 31]","[699, 567]",[18355],"[2520, 3561, 4139]"
7251,Mcfarland-Evans,"5818 Jaime Roads
Jacksonborough, OK 69932",S.r.l.,713-89-5500,"[{""year"": 2019, ""revenue"": 437686.32, ""profit"": 39742.21}]","[35, 61]","[2, 77, 24, 73, 59, 39]","[911, 221]",[13765],"[284, 371]"
7252,"Robertson, Bean and Parks","249 Sara Greens
Brittanyburgh, AS 46793",Onlus,382-17-0558,"[{""year"": 2023, ""revenue"": 360923.63, ""profit"": 417826.34}, {""year"": 2021, ""revenue"": 412523.1, ""profit"": 131522.55}]",[48],"[85, 20, 55, 87, 68, 92, 60, 59]",[131],"[2155, 585]","[4905, 2295]"
7253,Hall-Herrera,"9650 Clark Causeway Suite 970
Garymouth, CA 71784",S.a.S.,646-71-0310,"[{""year"": 2022, ""revenue"": 704163.12, ""profit"": 37430.99}, {""year"": 2018, ""revenue"": 846600.61, ""profit"": 259695.07}]","[44, 32, 35]","[45, 27, 7, 15, 38, 42, 28, 19]","[253, 520]","[15188, 426, 14399, 12584, 4977]",[910]
7254,Yu-Hughes,"12743 Charles Trail Apt. 351
Rosefort, IN 44736",Cooperative,601-66-3445,"[{""year"": 2020, ""revenue"": 733536.58, ""profit"": 372986.94}, {""year"": 2022, ""revenue"": 628669.34, ""profit"": 495878.92}, {""year"": 2016, ""revenue"": 205188.99, ""profit"": 409539.42}]","[55, 81]",[88],[865],"[1538, 5212]",[3470]
7255,Harris-Kim,"445 Gardner Hills
Heatherview, MD 95721",S.n.C.,682-47-8631,"[{""year"": 2017, ""revenue"": 158823.9, ""profit"": 89872.21}, {""year"": 2017, ""revenue"": 421218.17, ""profit"": 156031.35}]","[76, 18]","[76, 49, 71, 14]","[765, 321]","[19144, 15262]","[2828, 3245, 215]"
7256,Ford LLC,"285 Franklin Drives
Lake Paultown, PR 64440",S.n.C.,669-87-9723,"[{""year"": 2022, ""revenue"": 661280.27, ""profit"": 30622.06}]",[50],"[91, 82, 46, 95]",[377],"[14872, 8608, 913, 2017]","[74, 4067]"
7257,Olsen-Goodwin,"68559 Bowen Crescent Apt. 799
New Raymond, AR 96767",S.a.S.,195-38-1121,"[{""year"": 2021, ""revenue"": 224055.9, ""profit"": 275837.95}, {""year"": 2021, ""revenue"": 316624.81, ""profit"": 476530.83}, {""year"": 2015, ""revenue"": 686195.56, ""profit"": 115144.69}]","[39, 59, 86]","[18, 15]","[393, 552]",[19796],[4215]
