id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
7588,"Gibbs, Vincent and Fowler","59072 Philip Shoals
Cassandraport, CT 92502",S.p.A.,597-23-4447,"[{""year"": 2019, ""revenue"": 322213.72, ""profit"": 276253.41}]","[82, 43]","[57, 50, 13, 15, 98]","[12, 914, 37]","[15130, 17942]","[4539, 2723]"
7589,Stewart-Butler,"484 Reyes Shore
East Chad, MI 33283",S.n.C.,039-09-1732,"[{""year"": 2021, ""revenue"": 794253.1, ""profit"": 12505.24}, {""year"": 2021, ""revenue"": 487704.71, ""profit"": 475735.37}, {""year"": 2023, ""revenue"": 159933.18, ""profit"": 273710.49}]",[81],"[54, 79]","[465, 142, 806]",[1639],[2744]
7590,Henderson-Robertson,"13868 Barajas Center Apt. 630
North Sarah, IA 41484",S.r.l.,767-83-6395,"[{""year"": 2016, ""revenue"": 446635.74, ""profit"": 197012.58}, {""year"": 2023, ""revenue"": 749252.09, ""profit"": 30989.85}]","[84, 16, 88]","[12, 77, 18, 68, 59, 60]","[633, 640, 547]","[3761, 18276, 15503]",[3140]
7591,Weber Inc,"598 Cooper Brooks Apt. 651
Steeleside, PA 05724",S.r.l. a socio unico,547-68-3551,"[{""year"": 2017, ""revenue"": 875338.4, ""profit"": 25282.96}]","[33, 32]","[6, 87, 77, 59, 72, 55, 41, 95, 35]",[954],[10355],"[3590, 2561, 1939]"
7592,Hodge PLC,"386 Justin Stream Suite 059
Matthewmouth, AR 53534",S.a.S.,378-01-6300,"[{""year"": 2022, ""revenue"": 892789.9, ""profit"": 358906.72}]","[63, 30, 66]","[89, 87, 3, 6, 24, 28, 35, 47, 63, 97]",[376],"[10668, 10816, 11761]",[4335]
7593,Mcdowell-Jones,"4958 Cody Fork
West Harry, AS 56088",S.p.A.,486-13-6191,"[{""year"": 2018, ""revenue"": 241743.1, ""profit"": 136610.08}]","[72, 85]","[16, 83, 28]",[575],"[9301, 3559, 7640, 18071]",[1439]
7594,Hernandez LLC,"Unit 8420 Box 3209
DPO AP 17260",S.p.A.,608-10-6427,"[{""year"": 2019, ""revenue"": 467404.2, ""profit"": 229952.48}, {""year"": 2022, ""revenue"": 783456.98, ""profit"": 195182.14}]","[97, 61, 30]","[60, 78, 39]",[347],"[14295, 7375]","[632, 816, 4342]"
7595,Webster and Sons,"04652 Aguirre Neck
Lake Deborahhaven, MH 12310",S.r.l.,237-88-8404,"[{""year"": 2023, ""revenue"": 640552.19, ""profit"": 486371.14}, {""year"": 2017, ""revenue"": 863973.44, ""profit"": 87982.08}, {""year"": 2019, ""revenue"": 633693.52, ""profit"": 446476.75}]",[35],"[78, 80, 27, 20, 35, 44, 68, 75, 42, 5]","[166, 446, 588]","[6332, 894, 19287, 7680, 1838]","[973, 4263]"
7596,Hoffman-Parsons,"88226 Jocelyn Ville Suite 749
Longborough, RI 36291",Cooperative,255-44-1050,"[{""year"": 2022, ""revenue"": 512876.61, ""profit"": 498507.08}]",[99],"[51, 48, 40, 94, 14, 9, 79, 32, 43, 33]","[305, 313, 83]","[15839, 8524, 16555]",[576]
7597,Sexton-Sanders,"07401 Perez Court
West Alexville, GA 51446",S.r.l.,230-61-0572,"[{""year"": 2021, ""revenue"": 853377.93, ""profit"": 313761.63}, {""year"": 2023, ""revenue"": 121833.78, ""profit"": 112374.42}, {""year"": 2018, ""revenue"": 865330.95, ""profit"": 152495.04}, {""year"": 2021, ""revenue"": 410114.36, ""profit"": 106257.07}, {""year"": 2019, ""revenue"": 686869.18, ""profit"": 57099.22}]","[31, 57, 7]","[26, 12, 81, 33, 16]","[291, 331]","[8878, 12567, 3350, 14911, 8662]","[2510, 3370, 330]"
7598,Perez Ltd,"678 Teresa Underpass Suite 630
Lake Josephmouth, KY 09704",S.p.A.,858-51-2742,"[{""year"": 2022, ""revenue"": 619471.78, ""profit"": 321643.29}]","[90, 65]","[35, 98]",[987],"[4912, 9498, 19163]",[273]
7599,Leonard-Newman,"PSC 7083, Box 0082
APO AP 70456",Onlus,712-67-5923,"[{""year"": 2019, ""revenue"": 350752.9, ""profit"": 497044.57}, {""year"": 2017, ""revenue"": 290974.11, ""profit"": 353028.18}, {""year"": 2020, ""revenue"": 585222.28, ""profit"": 462253.21}, {""year"": 2023, ""revenue"": 427682.91, ""profit"": 47478.1}, {""year"": 2018, ""revenue"": 101638.37, ""profit"": 15440.63}]","[40, 53]","[93, 88, 86, 74, 2, 76, 30, 1, 82]","[820, 700, 478]","[4762, 6111]","[3962, 4776, 2215]"
7600,Fisher-Choi,"8208 Nunez Courts
Peterhaven, MN 40462",S.p.A.,442-75-0317,"[{""year"": 2023, ""revenue"": 802674.04, ""profit"": 56960.34}, {""year"": 2017, ""revenue"": 173811.41, ""profit"": 379233.92}]",[69],"[65, 93, 32, 88, 38, 6, 39, 71, 35, 5]","[976, 309, 209]","[9677, 17028, 19141, 19899, 16776]","[659, 3404, 1923]"
7601,Thompson-Cook,"52619 Cole Neck Suite 608
Mooretown, NV 87411",S.r.l. a socio unico,107-13-3089,"[{""year"": 2016, ""revenue"": 806813.07, ""profit"": 461283.17}, {""year"": 2023, ""revenue"": 546745.17, ""profit"": 413726.98}, {""year"": 2015, ""revenue"": 990212.07, ""profit"": 241020.73}, {""year"": 2019, ""revenue"": 554369.17, ""profit"": 244036.84}]",[70],"[100, 99, 55, 82, 67, 50, 59]","[122, 209, 776]","[13064, 14016, 17836]","[2351, 3129, 1232]"
7602,Garcia-Morrow,"55053 Micheal Islands Apt. 582
Jenniferfurt, AL 55554",Cooperative,075-92-8227,"[{""year"": 2020, ""revenue"": 807487.52, ""profit"": 232137.78}, {""year"": 2022, ""revenue"": 404286.66, ""profit"": 470884.69}, {""year"": 2017, ""revenue"": 271696.82, ""profit"": 409890.35}, {""year"": 2016, ""revenue"": 814009.94, ""profit"": 273717.64}, {""year"": 2018, ""revenue"": 937979.33, ""profit"": 230220.59}]","[82, 2, 60]","[81, 65, 14]","[704, 168, 27]",[12905],[1018]
7603,Avila-Maxwell,"515 Sean Locks Apt. 612
Baxtermouth, FM 10527",S.a.S.,616-85-1096,"[{""year"": 2015, ""revenue"": 395789.07, ""profit"": 372581.25}, {""year"": 2021, ""revenue"": 951305.91, ""profit"": 297208.64}, {""year"": 2021, ""revenue"": 803214.98, ""profit"": 316648.3}, {""year"": 2017, ""revenue"": 728584.82, ""profit"": 355645.02}, {""year"": 2021, ""revenue"": 33950.16, ""profit"": 382009.79}]","[90, 48, 53]","[42, 76, 92, 89, 8, 14, 52, 68, 3, 59]","[303, 209]","[18598, 10511, 2912, 18332, 1225]","[3947, 1392]"
7604,"Herrera, Wilcox and Kirk","052 Tammy Estate Suite 823
Parsonsborough, DC 76436",S.a.S.,746-72-6508,"[{""year"": 2017, ""revenue"": 986930.24, ""profit"": 206171.3}, {""year"": 2019, ""revenue"": 797669.67, ""profit"": 376877.96}, {""year"": 2019, ""revenue"": 138836.0, ""profit"": 353546.64}, {""year"": 2016, ""revenue"": 159617.53, ""profit"": 335141.11}]",[60],"[79, 59, 13, 75]","[906, 793, 144]","[13565, 7126, 6296, 3441]","[784, 1088]"
7605,"Ruiz, Nichols and Mitchell","8261 Steven Court Suite 276
South Ginachester, MD 27808",S.n.C.,632-99-3427,"[{""year"": 2016, ""revenue"": 912822.21, ""profit"": 194485.88}, {""year"": 2015, ""revenue"": 483894.69, ""profit"": 470456.63}, {""year"": 2020, ""revenue"": 609931.07, ""profit"": 165772.09}, {""year"": 2021, ""revenue"": 429071.23, ""profit"": 246521.28}, {""year"": 2020, ""revenue"": 919474.92, ""profit"": 92766.71}]","[93, 57, 45]","[21, 67]",[853],"[207, 18121, 13273]",[3552]
7606,Morales-Calhoun,"934 Debra Summit
Schmittview, NH 57796",S.p.A.,708-23-6416,"[{""year"": 2016, ""revenue"": 715883.86, ""profit"": 437785.97}, {""year"": 2019, ""revenue"": 710538.97, ""profit"": 109710.6}]","[49, 93]","[54, 34, 81, 36, 61, 26, 49, 23, 76, 96]","[759, 457, 350]","[10072, 1144, 14950, 10515]","[3073, 1235, 3270]"
7607,"Boyer, Morrison and Brown","61670 Hurst Mission
Penachester, OK 99604",Onlus,873-99-0564,"[{""year"": 2021, ""revenue"": 597773.38, ""profit"": 217123.79}]","[57, 9, 72]","[61, 35, 19, 50]",[538],"[9388, 3952, 17309]",[4318]
7608,Moore Ltd,"USS Jones
FPO AP 94303",S.r.l. a socio unico,858-66-0327,"[{""year"": 2020, ""revenue"": 258444.71, ""profit"": 397622.5}, {""year"": 2015, ""revenue"": 566966.29, ""profit"": 462342.93}, {""year"": 2021, ""revenue"": 974828.81, ""profit"": 280669.41}, {""year"": 2021, ""revenue"": 46371.8, ""profit"": 184004.4}, {""year"": 2020, ""revenue"": 410482.1, ""profit"": 433929.94}]",[93],"[66, 14]","[935, 863, 998]","[14860, 8663, 13061]","[2973, 4787]"
7609,"Williams, Werner and Johnson","1372 Aaron Light Suite 422
Port Caitlinfurt, AL 22702",S.p.A.,411-30-0313,"[{""year"": 2019, ""revenue"": 675693.55, ""profit"": 458864.89}, {""year"": 2021, ""revenue"": 599787.22, ""profit"": 379224.64}, {""year"": 2021, ""revenue"": 263870.87, ""profit"": 87993.1}, {""year"": 2017, ""revenue"": 356508.73, ""profit"": 268546.73}]","[67, 92, 26]","[13, 22]","[164, 998, 512]","[5195, 6311, 764, 3622]",[331]
7610,Jones LLC,"82357 Jennifer Forges
Joshuaview, PA 36941",Onlus,711-74-7054,"[{""year"": 2021, ""revenue"": 750513.38, ""profit"": 104766.25}, {""year"": 2023, ""revenue"": 81720.6, ""profit"": 5080.41}, {""year"": 2021, ""revenue"": 457141.71, ""profit"": 334943.47}, {""year"": 2022, ""revenue"": 52807.62, ""profit"": 230566.43}]",[74],"[31, 30, 34, 38, 10, 18, 68, 67, 56]","[898, 962]","[16951, 11945, 17517]","[1926, 1739]"
7611,Long-Johnson,"166 Tyler Park
Melissaland, DE 89639",S.p.A.,374-80-1560,"[{""year"": 2019, ""revenue"": 348932.79, ""profit"": 425502.97}, {""year"": 2021, ""revenue"": 983675.86, ""profit"": 319104.9}, {""year"": 2022, ""revenue"": 361343.66, ""profit"": 298641.69}]","[70, 21, 69]",[13],"[731, 789, 812]","[10961, 14780]","[3364, 3276]"
7612,Jordan Ltd,"4332 Christian Creek
New Austinmouth, AR 63760",S.n.C.,614-12-7825,"[{""year"": 2015, ""revenue"": 440871.92, ""profit"": 93061.86}, {""year"": 2020, ""revenue"": 942781.98, ""profit"": 411056.11}, {""year"": 2023, ""revenue"": 816633.39, ""profit"": 219813.0}]","[3, 30, 81]","[57, 71, 73, 40, 11, 14, 37]","[915, 77]",[2341],"[1703, 4557, 3848]"
7613,Benson-Aguilar,"0924 Sharon Crescent
South Aaronchester, FL 14020",S.n.C.,292-25-1719,"[{""year"": 2016, ""revenue"": 252387.16, ""profit"": 83074.13}]","[72, 64, 24]","[39, 90, 69, 94, 40, 36, 49]",[311],"[6952, 1366, 2451, 17750]","[1398, 4205, 2581]"
7614,Diaz PLC,"37698 Smith Mountain Apt. 734
Mitchellport, AK 39869",S.n.C.,265-48-3523,"[{""year"": 2015, ""revenue"": 607217.97, ""profit"": 58108.72}, {""year"": 2016, ""revenue"": 640394.64, ""profit"": 295914.69}, {""year"": 2017, ""revenue"": 553118.53, ""profit"": 350131.52}]","[2, 52, 97]","[98, 55, 88, 8, 89, 4, 31]","[663, 307, 702]","[9776, 4292, 12534, 2751]","[3728, 4901, 493]"
7615,Dunlap Inc,"9678 Christopher Valley Suite 657
South Kimberly, MP 42741",S.p.A.,054-08-8976,"[{""year"": 2018, ""revenue"": 99165.9, ""profit"": 293120.02}]","[96, 73, 62]",[54],"[292, 835]","[1205, 5458, 9433]",[174]
7616,Hampton Inc,"65027 Heather Circle
Pamelatown, KY 15856",Cooperative,358-06-3765,"[{""year"": 2020, ""revenue"": 684037.96, ""profit"": 410234.36}]","[59, 8, 32]","[28, 4, 86, 88, 9]","[675, 117]","[9283, 4795, 7476, 10041, 6651]","[1831, 2929]"
7617,"Johnson, Perez and Adams","129 Gilbert Bypass Apt. 524
Cuevasstad, NH 47916",S.n.C.,061-13-9102,"[{""year"": 2021, ""revenue"": 926955.6, ""profit"": 204943.31}, {""year"": 2018, ""revenue"": 915679.82, ""profit"": 449030.67}, {""year"": 2016, ""revenue"": 383089.56, ""profit"": 104153.4}, {""year"": 2019, ""revenue"": 279146.73, ""profit"": 364813.75}]","[42, 73]","[70, 94, 37, 50, 71, 60]","[9, 490]","[6936, 18864, 11311, 4233, 17360]","[4453, 4145, 2466]"
7618,Wallace and Sons,"6193 Larsen Squares Suite 361
East Mary, DC 28721",Onlus,321-50-0543,"[{""year"": 2017, ""revenue"": 601376.06, ""profit"": 100430.73}, {""year"": 2019, ""revenue"": 819729.89, ""profit"": 342059.82}]",[11],"[23, 54, 22, 73, 37, 47, 53, 58, 29]",[773],"[4205, 12411, 12295, 4174]","[72, 3503]"
7619,King-Singleton,"7335 Sarah Tunnel Apt. 820
Kingshire, NE 25897",S.p.A.,861-82-4883,"[{""year"": 2020, ""revenue"": 439226.45, ""profit"": 113419.48}, {""year"": 2023, ""revenue"": 452548.36, ""profit"": 439668.27}, {""year"": 2015, ""revenue"": 765652.62, ""profit"": 439982.07}, {""year"": 2015, ""revenue"": 74384.68, ""profit"": 303485.7}]","[43, 46]","[37, 90, 2, 17, 59, 82]","[483, 636]","[13814, 6688, 7645, 1126, 52]",[3106]
7620,"White, Lynch and Jones","5745 Miranda Lodge Suite 712
Nicholsonberg, NY 76238",S.n.C.,338-11-4642,"[{""year"": 2019, ""revenue"": 444434.4, ""profit"": 475640.43}]","[83, 25]",[26],"[273, 362]",[16132],"[4285, 799, 1940]"
7621,Cortez Inc,"749 Taylor Views Suite 006
Clarkhaven, SC 64957",Onlus,144-35-4140,"[{""year"": 2015, ""revenue"": 316666.64, ""profit"": 304026.46}]","[86, 22, 100]","[34, 35, 100, 28, 27, 19, 53, 94, 97]",[774],"[8517, 10933, 12808]",[2618]
7622,"Wolfe, Boyd and Williams","36416 Mejia Underpass
Powellport, NJ 15905",S.r.l.,716-63-0644,"[{""year"": 2023, ""revenue"": 967653.36, ""profit"": 322468.57}]","[65, 41, 7]","[7, 43, 71]","[187, 249]",[16018],"[3614, 4753, 3656]"
7623,Cantu and Sons,"770 Avila Ville Suite 414
New Josephchester, MT 61684",S.p.A.,361-32-6615,"[{""year"": 2018, ""revenue"": 389295.72, ""profit"": 423788.72}, {""year"": 2021, ""revenue"": 936517.75, ""profit"": 469264.89}, {""year"": 2021, ""revenue"": 360161.8, ""profit"": 161054.97}, {""year"": 2015, ""revenue"": 172297.78, ""profit"": 180020.18}, {""year"": 2023, ""revenue"": 34992.15, ""profit"": 135909.37}]",[100],"[46, 67, 74, 90, 13, 98]",[95],"[3337, 19700]","[676, 1265]"
7624,Good-Smith,"2412 Brooke Valley Suite 185
Wrightville, MT 30260",S.a.S.,216-38-9156,"[{""year"": 2022, ""revenue"": 99099.91, ""profit"": 306564.85}, {""year"": 2017, ""revenue"": 985711.76, ""profit"": 244960.7}, {""year"": 2021, ""revenue"": 185091.85, ""profit"": 3624.41}, {""year"": 2015, ""revenue"": 860341.68, ""profit"": 277448.79}]","[34, 74, 90]","[67, 83, 46, 19, 52]","[666, 918]","[358, 152]","[2086, 1015]"
7625,Williams Group,"5087 Roth Mall
Port Susanbury, DE 56206",S.r.l.,444-74-5468,"[{""year"": 2023, ""revenue"": 910336.93, ""profit"": 233772.7}, {""year"": 2020, ""revenue"": 812982.55, ""profit"": 141150.76}, {""year"": 2015, ""revenue"": 995248.89, ""profit"": 31924.25}]","[56, 91, 77]","[13, 36, 41, 89, 69, 66]","[561, 956, 364]","[4995, 1962, 14658, 15783]","[853, 3412, 1069]"
7626,"Garcia, Weber and Powers","62537 Dustin Run
West Jacob, TX 08310",Onlus,396-77-8358,"[{""year"": 2022, ""revenue"": 638351.26, ""profit"": 267585.01}, {""year"": 2021, ""revenue"": 198832.96, ""profit"": 266877.51}, {""year"": 2019, ""revenue"": 341927.93, ""profit"": 67261.27}, {""year"": 2017, ""revenue"": 911117.7, ""profit"": 332089.35}, {""year"": 2021, ""revenue"": 441001.77, ""profit"": 463332.26}]","[67, 72]","[94, 76, 2, 25, 15]","[509, 351, 348]","[5909, 7820]","[3852, 3157, 2821]"
7627,Goodwin-Haynes,"0661 Maynard Roads Suite 212
Keithborough, LA 25691",S.a.S.,414-09-7720,"[{""year"": 2022, ""revenue"": 638040.67, ""profit"": 319348.12}, {""year"": 2015, ""revenue"": 324040.46, ""profit"": 365273.84}, {""year"": 2020, ""revenue"": 495386.1, ""profit"": 48015.88}, {""year"": 2015, ""revenue"": 133414.66, ""profit"": 294828.78}, {""year"": 2020, ""revenue"": 147174.78, ""profit"": 340747.47}]","[36, 9, 79]","[45, 80, 58, 69, 75, 79, 56, 32]","[45, 685, 155]","[3971, 3697, 5935, 5234]","[2522, 4317, 4723]"
7628,"Smith, Hill and Rivera","0267 Jeffrey Pine
Port Elizabethfort, OK 93476",Onlus,708-37-1900,"[{""year"": 2020, ""revenue"": 716411.68, ""profit"": 262338.22}, {""year"": 2019, ""revenue"": 336505.54, ""profit"": 313691.75}, {""year"": 2016, ""revenue"": 962446.7, ""profit"": 231336.04}]","[86, 13]","[57, 80, 31, 5, 21]","[709, 636, 857]","[1163, 6730]","[3791, 120]"
7629,Choi Ltd,"1505 Ashley Spurs Suite 329
East Micheal, VA 14976",S.n.C.,368-75-2656,"[{""year"": 2022, ""revenue"": 297096.62, ""profit"": 365960.86}, {""year"": 2021, ""revenue"": 844915.72, ""profit"": 110349.49}, {""year"": 2018, ""revenue"": 239132.71, ""profit"": 135218.5}, {""year"": 2017, ""revenue"": 902563.63, ""profit"": 354479.56}]",[59],[44],"[791, 228, 242]","[19781, 14227, 9438, 9442]","[2266, 3470, 3730]"
7630,Foster Inc,"02669 Lisa Spur Apt. 717
East Sandra, MD 44950",Onlus,835-14-1319,"[{""year"": 2021, ""revenue"": 400551.29, ""profit"": 234957.85}]",[70],"[81, 49]",[557],"[14326, 7312, 146, 11035, 17432]",[4079]
7631,"Dickerson, Greene and Hogan","PSC 7472, Box 7937
APO AA 76152",S.n.C.,562-47-2894,"[{""year"": 2016, ""revenue"": 670363.08, ""profit"": 425888.93}, {""year"": 2017, ""revenue"": 219861.44, ""profit"": 226237.47}, {""year"": 2023, ""revenue"": 428602.22, ""profit"": 213132.27}, {""year"": 2019, ""revenue"": 486869.84, ""profit"": 229590.67}, {""year"": 2018, ""revenue"": 393596.4, ""profit"": 111972.34}]","[77, 54]","[91, 26, 96]",[11],"[16404, 19741, 15182, 16780]","[694, 1947, 558]"
7632,Thompson-Howell,"54513 Cox Causeway
North Williamberg, VI 69568",S.r.l. a socio unico,678-67-0953,"[{""year"": 2016, ""revenue"": 183321.44, ""profit"": 337235.64}]",[77],"[71, 91, 12, 79]","[621, 946]",[12092],"[1270, 4003, 3636]"
7633,"Meyer, Price and Miller","116 Andrea Roads Suite 409
South Norma, MO 99620",Onlus,190-17-8219,"[{""year"": 2023, ""revenue"": 751451.14, ""profit"": 409336.91}, {""year"": 2017, ""revenue"": 708030.91, ""profit"": 116830.9}, {""year"": 2017, ""revenue"": 541526.1, ""profit"": 106603.31}]","[42, 30, 11]",[54],[949],[8308],"[2154, 392, 1699]"
7634,"Harper, Curtis and Lamb","8974 Warren Crossroad
Loweview, MP 82417",S.p.A.,064-19-2167,"[{""year"": 2018, ""revenue"": 115671.56, ""profit"": 471274.99}, {""year"": 2017, ""revenue"": 322497.78, ""profit"": 282412.0}, {""year"": 2020, ""revenue"": 94131.21, ""profit"": 119332.86}, {""year"": 2015, ""revenue"": 347014.52, ""profit"": 415716.55}, {""year"": 2015, ""revenue"": 781793.42, ""profit"": 486788.16}]","[1, 11, 42]","[10, 13, 51, 53, 90, 30, 46, 57, 54]","[834, 579]","[13706, 18603]",[4788]
7635,Ruiz and Sons,"7020 James Lakes
Cohenmouth, AL 19533",S.n.C.,516-13-7350,"[{""year"": 2017, ""revenue"": 758290.11, ""profit"": 46800.55}, {""year"": 2015, ""revenue"": 387078.64, ""profit"": 238462.34}, {""year"": 2016, ""revenue"": 168422.35, ""profit"": 125844.68}, {""year"": 2019, ""revenue"": 64910.31, ""profit"": 18482.74}]","[48, 77, 76]","[63, 7, 79, 52, 12, 92, 89, 49, 76]","[662, 847]",[15674],"[1814, 2498]"
7636,Conley Ltd,"6362 Cooper Parkway
Moorefort, MO 53543",Cooperative,469-92-6846,"[{""year"": 2020, ""revenue"": 351003.28, ""profit"": 139489.95}, {""year"": 2016, ""revenue"": 77621.04, ""profit"": 459791.28}, {""year"": 2015, ""revenue"": 170776.23, ""profit"": 71811.93}]","[13, 52, 53]","[67, 55, 38, 63, 70, 28, 74, 100]","[175, 886, 962]",[4175],"[4188, 4244]"
7637,Mcgee-Howard,"67392 Robert Brooks
Mortonfort, SC 02945",S.r.l. a socio unico,862-58-1957,"[{""year"": 2018, ""revenue"": 854758.57, ""profit"": 411870.12}, {""year"": 2019, ""revenue"": 805302.63, ""profit"": 372115.0}, {""year"": 2016, ""revenue"": 812158.22, ""profit"": 476581.99}]","[57, 23]","[17, 56, 46, 5, 22]","[631, 806, 401]",[11459],"[2533, 1294]"
7638,Shea Inc,"2127 Gonzalez Park Apt. 770
West Richardtown, NM 72668",S.r.l. a socio unico,492-07-3630,"[{""year"": 2021, ""revenue"": 901356.51, ""profit"": 470878.65}, {""year"": 2016, ""revenue"": 142522.03, ""profit"": 390011.33}, {""year"": 2020, ""revenue"": 589993.42, ""profit"": 31107.07}, {""year"": 2023, ""revenue"": 739917.05, ""profit"": 46215.78}]","[87, 6]","[16, 76, 63, 1, 4]",[883],"[8333, 6813]","[781, 3021, 1280]"
7639,Goodwin Inc,"6761 Walker Groves Suite 364
Laurenchester, MI 33077",S.n.C.,491-79-6778,"[{""year"": 2019, ""revenue"": 181111.07, ""profit"": 424965.77}, {""year"": 2017, ""revenue"": 398221.86, ""profit"": 456547.83}, {""year"": 2023, ""revenue"": 822595.11, ""profit"": 188921.63}, {""year"": 2019, ""revenue"": 358020.76, ""profit"": 400894.35}]","[98, 77, 99]","[59, 41, 70, 97, 35, 71, 54]",[215],"[2749, 13563, 19784]","[3196, 3532]"
7640,"Roberts, Lopez and Hernandez","562 Karla Rest Suite 744
South Davidland, SC 81094",S.p.A.,249-45-0263,"[{""year"": 2021, ""revenue"": 969516.71, ""profit"": 354892.59}]","[77, 36, 100]","[6, 79, 91, 39, 50, 25]","[774, 992]","[15683, 12912]",[2178]
7641,Brown-Odonnell,"775 Moore Highway Suite 183
Longview, MA 44692",Cooperative,349-40-3199,"[{""year"": 2020, ""revenue"": 370732.11, ""profit"": 369336.44}, {""year"": 2019, ""revenue"": 747031.49, ""profit"": 313084.22}, {""year"": 2018, ""revenue"": 96648.59, ""profit"": 99800.86}]","[34, 60, 55]","[59, 42]","[580, 872]",[15091],[4465]
7642,Carroll and Sons,"2961 Thompson Crescent
West David, NY 29815",S.r.l. a socio unico,552-65-9150,"[{""year"": 2019, ""revenue"": 636238.71, ""profit"": 180614.77}, {""year"": 2020, ""revenue"": 861803.15, ""profit"": 12463.7}, {""year"": 2017, ""revenue"": 146055.92, ""profit"": 444310.3}]","[94, 75, 64]","[18, 77, 59, 24, 65, 79]","[712, 101, 141]","[5056, 8252]",[2932]
7643,Little Inc,"USCGC Kim
FPO AE 28120",S.p.A.,710-28-2498,"[{""year"": 2021, ""revenue"": 135736.89, ""profit"": 1230.52}]","[66, 99]","[98, 62, 22, 84]","[194, 389, 897]","[17007, 10301, 5640, 9230]","[3336, 4110, 1017]"
7644,"Mcdonald, Vega and Sims","003 Cain Path
North Jenniferland, DC 20845",S.n.C.,244-94-1588,"[{""year"": 2015, ""revenue"": 455738.65, ""profit"": 36152.66}, {""year"": 2020, ""revenue"": 341097.29, ""profit"": 177721.79}, {""year"": 2020, ""revenue"": 928627.51, ""profit"": 457804.53}]","[71, 79]","[46, 87, 84, 69, 64, 32]",[225],[10288],[3557]
7645,Horn PLC,"05838 Holly Tunnel Apt. 649
South Jason, NH 01911",S.p.A.,176-85-7512,"[{""year"": 2018, ""revenue"": 334813.24, ""profit"": 252687.35}, {""year"": 2020, ""revenue"": 176936.29, ""profit"": 431463.85}]","[13, 54, 41]","[43, 84, 50, 100]","[324, 865]","[13780, 19709]","[41, 4855]"
7646,"Greer, Cruz and Johnson","7046 Vaughn Locks Suite 747
West Michael, CO 30147",S.p.A.,880-02-2039,"[{""year"": 2015, ""revenue"": 95437.82, ""profit"": 244270.05}]","[81, 67, 8]","[52, 45, 68, 97, 72, 81, 22]","[281, 818]","[2439, 9566, 11743, 9078, 13761]",[618]
7647,"Anderson, Morris and Lopez","791 Luna Crossing Apt. 012
Shaneborough, MI 57639",S.a.S.,482-10-0005,"[{""year"": 2020, ""revenue"": 823457.25, ""profit"": 206619.91}]",[19],"[16, 52, 72, 32, 23, 92, 29]","[68, 279, 440]",[11555],[503]
7648,Sullivan PLC,"9840 Michelle Rapids Suite 632
Mccarthyview, CA 58056",S.p.A.,474-84-2663,"[{""year"": 2018, ""revenue"": 732184.06, ""profit"": 134528.39}, {""year"": 2015, ""revenue"": 678691.08, ""profit"": 436374.11}, {""year"": 2018, ""revenue"": 765494.69, ""profit"": 445716.9}, {""year"": 2020, ""revenue"": 965749.66, ""profit"": 157135.02}, {""year"": 2019, ""revenue"": 891919.88, ""profit"": 429198.6}]","[66, 99]","[72, 51, 43, 31]","[721, 383, 406]",[7084],"[2201, 2446]"
7649,"Wilson, Smith and Ward","359 Webb Islands Suite 702
Stephensborough, PW 38238",S.r.l. a socio unico,345-15-7862,"[{""year"": 2022, ""revenue"": 609558.36, ""profit"": 359069.88}, {""year"": 2023, ""revenue"": 149520.36, ""profit"": 376657.81}, {""year"": 2015, ""revenue"": 106537.06, ""profit"": 117462.46}]","[52, 97]","[16, 77, 7, 41, 66, 51, 14]","[778, 977]","[19760, 17234, 9894]","[1924, 3065, 2444]"
7650,"Solis, Nelson and Ross","1756 Victoria Summit Apt. 311
Hernandezstad, KS 65337",S.r.l. a socio unico,819-12-0656,"[{""year"": 2022, ""revenue"": 205555.39, ""profit"": 398886.52}]",[15],"[11, 70, 36, 89, 49]","[613, 951]","[3010, 10983]","[4110, 3851]"
7651,Brooks Group,"71014 Joshua Fall
South Erin, CA 84720",S.p.A.,521-17-4510,"[{""year"": 2017, ""revenue"": 37901.25, ""profit"": 493347.36}, {""year"": 2018, ""revenue"": 518179.76, ""profit"": 473656.14}, {""year"": 2023, ""revenue"": 748151.7, ""profit"": 148556.14}, {""year"": 2016, ""revenue"": 499044.41, ""profit"": 393252.77}, {""year"": 2021, ""revenue"": 751802.85, ""profit"": 301522.7}]",[55],"[50, 97, 24, 91, 51, 43]","[908, 806, 914]","[2429, 7004, 18437]","[3239, 4299, 4759]"
7652,Gordon-Nelson,"43352 Edwards Fords Apt. 068
Jonesberg, VI 43331",Cooperative,429-42-5891,"[{""year"": 2022, ""revenue"": 694271.5, ""profit"": 366006.54}]","[3, 74, 86]",[13],"[626, 69]","[5549, 2495, 18964]","[92, 4957]"
7653,Stewart-Walker,"62060 Christopher Ramp
East Noah, MH 59583",S.p.A.,877-14-1876,"[{""year"": 2017, ""revenue"": 860081.67, ""profit"": 254163.48}]","[5, 83, 45]","[98, 9, 64, 8, 96]","[193, 485, 996]","[13449, 4817, 7123, 18982]","[3261, 2301]"
