id,type,amount,date,currency
16940,Purchase,3743.2,2021-02-17,JPY
16941,Purchase,9422.62,2023-03-23,JPY
16942,Sale,346.01,2023-12-13,USD
16943,Purchase,6041.31,2021-09-18,AUD
16944,Sale,2284.23,2023-09-25,EUR
16945,Purchase,6305.29,2023-08-17,EUR
16946,Refund,6229.01,2019-12-11,AUD
16947,Refund,5205.04,2024-01-13,USD
16948,Payment,3083.87,2020-09-08,AUD
16949,Payment,2315.97,2022-05-05,AUD
16950,Payment,9190.08,2023-11-05,AUD
16951,Payment,7254.74,2021-08-28,JPY
16952,Purchase,6400.24,2021-12-16,USD
16953,Purchase,2016.47,2023-06-03,USD
16954,Sale,5624.06,2020-07-31,AUD
16955,Refund,975.57,2022-02-05,AUD
16956,Payment,6188.67,2023-01-25,USD
16957,Sale,4465.44,2020-10-10,GBP
16958,Purchase,3842.47,2019-08-12,EUR
16959,Payment,8956.55,2022-02-08,JPY
16960,Refund,5606.32,2024-06-04,EUR
16961,Refund,1696.12,2020-08-06,EUR
16962,Refund,5432.19,2022-03-16,USD
16963,Payment,98.15,2023-03-12,JPY
16964,Sale,374.9,2023-11-29,JPY
16965,Sale,271.47,2020-04-23,GBP
16966,Payment,276.61,2021-07-17,GBP
16967,Refund,2597.78,2023-04-04,AUD
16968,Payment,400.56,2022-04-18,AUD
16969,Purchase,9874.06,2024-02-11,JPY
16970,Refund,1102.99,2022-09-15,JPY
16971,Sale,2978.75,2022-07-11,AUD
16972,Refund,8940.19,2022-09-08,AUD
16973,Sale,3233.31,2023-02-06,USD
16974,Sale,1442.62,2023-07-09,USD
16975,Refund,8107.08,2019-09-18,AUD
16976,Payment,1646.8,2019-11-22,AUD
16977,Sale,3382.45,2020-07-07,AUD
16978,Payment,2386.12,2023-09-06,JPY
16979,Purchase,7309.17,2024-04-22,GBP
16980,Refund,3225.26,2019-11-10,JPY
16981,Purchase,4541.31,2023-02-16,EUR
16982,Purchase,9154.07,2022-05-28,USD
16983,Payment,6818.23,2020-11-30,JPY
16984,Sale,9163.12,2020-05-25,GBP
16985,Refund,2462.95,2023-01-19,AUD
16986,Refund,8081.94,2021-11-05,AUD
16987,Sale,5610.55,2023-08-27,EUR
16988,Purchase,2520.15,2020-08-23,EUR
16989,Refund,8754.47,2021-10-21,USD
16990,Purchase,8284.24,2022-02-06,USD
16991,Purchase,3118.83,2019-10-04,JPY
16992,Refund,7427.5,2022-03-15,USD
16993,Refund,9646.7,2020-10-10,JPY
16994,Refund,3570.86,2023-02-06,JPY
16995,Payment,2651.7,2021-03-20,JPY
16996,Refund,4911.56,2023-02-27,USD
16997,Sale,2049.78,2023-03-12,AUD
16998,Payment,8510.16,2023-10-02,AUD
16999,Payment,4510.86,2022-06-27,USD
17000,Purchase,589.32,2021-06-01,EUR
17001,Refund,887.08,2021-11-23,GBP
17002,Sale,4592.87,2021-08-27,USD
17003,Refund,318.5,2022-10-18,JPY
17004,Purchase,5392.64,2021-03-25,AUD
17005,Refund,3307.31,2022-04-28,AUD
17006,Purchase,3457.13,2022-03-19,GBP
17007,Sale,1323.18,2023-08-23,USD
17008,Purchase,8877.88,2023-06-17,AUD
17009,Purchase,6299.42,2022-12-29,EUR
17010,Purchase,895.74,2023-11-10,GBP
17011,Payment,8621.05,2022-01-04,EUR
17012,Payment,4691.48,2020-09-15,USD
17013,Refund,1852.8,2020-12-27,EUR
17014,Refund,7445.62,2023-08-08,AUD
17015,Purchase,5614.83,2022-12-09,JPY
17016,Purchase,2251.9,2024-02-27,AUD
17017,Payment,1183.64,2024-05-18,GBP
17018,Purchase,8156.96,2021-12-10,JPY
17019,Sale,4023.6,2021-05-20,GBP
17020,Payment,6468.86,2021-09-21,GBP
17021,Refund,6253.15,2020-10-12,GBP
17022,Payment,1068.47,2024-03-25,USD
17023,Payment,3077.44,2020-01-10,EUR
17024,Refund,2509.48,2023-05-14,JPY
17025,Refund,1566.48,2019-09-12,EUR
17026,Payment,8268.14,2021-09-12,AUD
17027,Purchase,8505.57,2022-07-05,AUD
17028,Sale,7916.29,2023-07-18,USD
17029,Refund,3265.42,2019-11-07,AUD
17030,Purchase,1653.56,2020-07-12,USD
17031,Refund,8255.02,2022-03-31,USD
17032,Payment,4408.96,2019-12-29,GBP
17033,Payment,1966.04,2024-07-30,AUD
17034,Payment,7125.07,2021-04-26,EUR
17035,Refund,8604.11,2019-10-03,AUD
17036,Sale,1947.73,2019-11-02,AUD
17037,Payment,1870.81,2021-11-01,USD
17038,Sale,6215.07,2022-01-31,USD
17039,Purchase,2657.23,2024-03-01,JPY
17040,Payment,6307.88,2020-08-27,USD
17041,Payment,3104.38,2022-05-04,EUR
17042,Payment,2508.12,2023-08-24,AUD
17043,Refund,2436.37,2024-08-04,EUR
17044,Payment,8934.44,2020-07-02,EUR
17045,Refund,9022.17,2019-11-02,EUR
17046,Payment,6102.63,2023-09-26,EUR
17047,Refund,2093.85,2021-05-30,GBP
17048,Sale,3724.67,2021-02-23,EUR
17049,Sale,208.24,2022-01-15,AUD
17050,Payment,9362.62,2019-12-07,JPY
17051,Purchase,5059.02,2023-06-28,GBP
17052,Purchase,5696.79,2021-10-16,EUR
17053,Sale,1848.0,2023-08-25,EUR
17054,Sale,7428.87,2024-01-08,USD
17055,Purchase,2692.93,2023-06-02,GBP
17056,Purchase,8937.9,2021-09-07,AUD
17057,Purchase,563.21,2021-10-08,AUD
17058,Refund,5754.06,2024-03-08,AUD
17059,Purchase,6692.89,2019-12-19,AUD
17060,Payment,3572.47,2024-02-19,AUD
17061,Payment,6036.42,2024-06-07,EUR
17062,Refund,7036.7,2023-02-14,AUD
17063,Refund,9622.73,2021-11-20,AUD
17064,Refund,9530.0,2021-09-20,JPY
17065,Refund,1528.23,2020-10-16,AUD
17066,Sale,7912.36,2020-05-10,USD
17067,Refund,697.75,2019-12-09,GBP
17068,Payment,9458.47,2022-04-21,AUD
17069,Sale,7687.21,2021-11-19,GBP
17070,Purchase,6574.9,2023-01-28,GBP
17071,Purchase,1362.78,2021-06-12,USD
17072,Purchase,5505.54,2021-02-13,EUR
17073,Purchase,3890.01,2019-08-14,JPY
17074,Payment,6358.18,2024-01-23,GBP
17075,Payment,5074.05,2019-08-14,USD
17076,Sale,4513.89,2023-11-21,GBP
17077,Purchase,1507.02,2020-06-08,JPY
17078,Sale,3347.67,2020-05-06,GBP
17079,Purchase,5119.23,2023-03-03,AUD
17080,Sale,122.05,2019-10-30,EUR
17081,Payment,3354.0,2020-02-29,JPY
17082,Sale,2404.59,2020-10-13,EUR
17083,Sale,8065.02,2020-03-18,JPY
17084,Payment,2293.28,2023-12-22,JPY
17085,Purchase,2349.4,2020-06-03,AUD
17086,Purchase,5607.33,2023-02-17,EUR
17087,Refund,8130.05,2023-09-03,AUD
17088,Refund,4575.48,2019-12-15,EUR
17089,Sale,5070.4,2023-04-24,EUR
17090,Payment,1919.55,2023-09-27,JPY
17091,Purchase,8077.91,2023-05-27,GBP
17092,Payment,6915.89,2024-01-11,AUD
17093,Purchase,5885.17,2023-06-29,AUD
17094,Refund,9363.31,2023-05-14,USD
17095,Sale,4852.45,2021-11-17,USD
17096,Purchase,3286.08,2022-10-03,GBP
17097,Refund,5968.19,2024-02-04,AUD
17098,Payment,680.18,2023-09-24,AUD
17099,Payment,893.07,2019-10-09,USD
17100,Sale,3794.75,2023-03-26,JPY
17101,Refund,8400.33,2022-06-05,USD
17102,Refund,4112.45,2022-08-01,GBP
17103,Refund,6732.96,2023-03-08,EUR
17104,Payment,5530.01,2020-02-17,EUR
17105,Purchase,2217.34,2019-09-08,EUR
17106,Sale,2296.08,2023-09-13,GBP
17107,Sale,9316.71,2020-09-05,AUD
17108,Purchase,5385.54,2023-12-28,JPY
17109,Sale,276.77,2022-07-23,GBP
17110,Refund,6095.9,2020-02-19,JPY
17111,Refund,2602.59,2019-10-21,AUD
17112,Sale,7991.08,2023-07-12,JPY
17113,Payment,8822.4,2020-01-27,USD
17114,Sale,9527.26,2023-12-03,EUR
17115,Sale,5878.25,2024-07-24,EUR
17116,Payment,3369.57,2024-06-21,GBP
17117,Purchase,9724.4,2023-01-24,AUD
17118,Payment,5288.61,2022-02-02,EUR
17119,Sale,2503.86,2020-04-23,AUD
17120,Payment,4232.09,2022-11-16,USD
17121,Sale,6840.48,2023-02-22,JPY
17122,Sale,7506.29,2023-05-21,AUD
17123,Sale,5968.42,2021-09-25,GBP
17124,Refund,3532.82,2022-03-12,EUR
17125,Payment,9143.67,2020-05-10,AUD
17126,Refund,528.82,2023-02-02,USD
17127,Sale,7115.75,2024-07-01,JPY
17128,Sale,2755.52,2021-01-22,GBP
17129,Sale,2569.29,2024-05-28,EUR
17130,Sale,536.9,2019-10-22,JPY
17131,Purchase,1948.04,2019-10-29,USD
17132,Payment,2438.47,2024-05-15,EUR
17133,Payment,6342.55,2024-05-16,JPY
17134,Refund,485.33,2021-03-29,AUD
17135,Purchase,3217.25,2022-08-20,AUD
17136,Payment,8764.3,2019-10-27,USD
17137,Refund,3022.91,2022-08-30,USD
17138,Sale,8671.17,2024-03-21,USD
17139,Refund,7424.12,2021-09-22,AUD
17140,Sale,5535.32,2020-07-23,GBP
17141,Sale,8175.9,2021-10-22,JPY
17142,Purchase,8431.41,2020-04-23,GBP
17143,Refund,4246.39,2020-05-23,EUR
17144,Payment,7043.23,2021-08-04,GBP
17145,Purchase,6129.65,2021-10-24,USD
17146,Payment,3357.27,2023-03-12,JPY
17147,Refund,2086.3,2022-02-08,JPY
17148,Payment,1384.0,2023-03-19,AUD
17149,Refund,768.05,2020-05-31,USD
17150,Payment,2524.73,2019-10-01,USD
17151,Sale,3737.42,2022-12-11,USD
17152,Sale,7701.59,2024-02-10,USD
17153,Refund,1561.25,2023-10-04,JPY
17154,Sale,27.43,2023-03-18,EUR
17155,Sale,2187.62,2023-01-19,JPY
17156,Sale,6656.96,2023-02-23,USD
17157,Refund,2600.88,2022-09-09,EUR
17158,Payment,3340.93,2021-09-03,EUR
17159,Payment,817.94,2023-08-27,EUR
17160,Sale,6998.04,2022-10-17,USD
17161,Payment,4191.1,2022-05-28,EUR
17162,Payment,3172.26,2024-02-16,USD
17163,Purchase,2453.9,2023-12-15,EUR
17164,Sale,8448.38,2021-08-01,AUD
17165,Refund,5668.89,2021-05-12,JPY
17166,Payment,3131.8,2023-06-20,USD
17167,Refund,2675.66,2020-07-01,GBP
17168,Refund,4011.75,2021-06-23,AUD
17169,Payment,3248.19,2022-08-06,EUR
17170,Refund,4326.53,2019-10-30,USD
17171,Purchase,5012.03,2019-09-23,GBP
17172,Purchase,2447.6,2021-08-15,USD
17173,Sale,4060.92,2021-10-29,AUD
17174,Sale,4325.46,2021-04-17,USD
17175,Payment,6406.86,2019-08-08,GBP
17176,Payment,1348.42,2021-09-04,USD
17177,Purchase,3654.51,2020-06-02,USD
17178,Refund,9231.28,2022-05-05,GBP
17179,Purchase,9316.28,2020-04-09,USD
17180,Sale,6254.6,2021-04-10,USD
17181,Payment,414.37,2019-11-24,JPY
17182,Sale,7038.18,2023-06-07,USD
17183,Payment,4921.65,2019-12-17,USD
17184,Refund,1484.38,2019-11-02,AUD
17185,Payment,6983.03,2024-07-14,USD
17186,Payment,5552.7,2022-10-30,JPY
17187,Purchase,7571.31,2022-03-16,USD
17188,Purchase,1560.36,2022-04-27,JPY
17189,Purchase,9582.83,2023-11-07,USD
17190,Payment,1697.83,2024-02-29,AUD
17191,Refund,890.64,2024-07-08,USD
17192,Payment,3118.67,2020-09-18,USD
17193,Payment,3202.35,2023-09-26,EUR
17194,Payment,486.91,2023-06-13,GBP
17195,Refund,6744.48,2020-10-15,JPY
17196,Purchase,396.55,2022-07-11,JPY
17197,Refund,6186.12,2023-10-26,JPY
17198,Refund,2860.55,2021-06-09,EUR
17199,Purchase,9552.64,2024-01-09,EUR
17200,Refund,3988.6,2020-02-16,GBP
17201,Purchase,6232.87,2019-09-23,USD
17202,Sale,2653.88,2023-08-17,AUD
17203,Refund,8284.03,2021-07-01,EUR
17204,Payment,9924.76,2021-08-21,GBP
17205,Purchase,6592.87,2024-05-13,GBP
17206,Purchase,4336.78,2021-02-09,JPY
17207,Refund,4670.87,2020-12-22,AUD
17208,Refund,3821.02,2022-04-01,GBP
17209,Payment,1449.43,2021-01-24,AUD
17210,Sale,3617.03,2024-06-07,EUR
17211,Sale,8702.31,2022-05-20,JPY
17212,Refund,7052.31,2019-12-01,AUD
17213,Sale,5268.07,2022-10-01,GBP
17214,Payment,3101.67,2019-12-25,AUD
17215,Purchase,3830.32,2021-07-07,GBP
17216,Refund,9929.94,2022-03-27,GBP
17217,Purchase,9155.21,2019-09-01,USD
17218,Sale,2141.15,2024-01-17,AUD
17219,Payment,9670.58,2020-04-18,GBP
17220,Payment,2996.96,2024-02-06,GBP
17221,Refund,4145.5,2023-12-17,JPY
17222,Refund,2325.5,2023-06-27,AUD
17223,Sale,2591.01,2020-01-26,JPY
17224,Payment,2272.89,2020-11-06,EUR
17225,Payment,8653.54,2021-07-11,USD
17226,Refund,1443.18,2019-10-13,USD
17227,Payment,7600.82,2019-12-28,USD
17228,Refund,2847.3,2020-03-06,GBP
17229,Purchase,331.55,2022-11-29,USD
17230,Sale,8078.52,2021-08-12,EUR
17231,Purchase,7099.73,2023-03-05,USD
17232,Purchase,6787.0,2020-10-19,USD
17233,Sale,8265.68,2023-01-09,GBP
17234,Sale,1122.35,2020-04-17,GBP
17235,Purchase,86.04,2019-12-21,JPY
17236,Payment,5352.0,2020-04-07,GBP
17237,Purchase,4856.8,2020-08-30,EUR
17238,Purchase,6440.66,2024-03-20,JPY
17239,Refund,8897.22,2023-03-28,USD
17240,Payment,8783.27,2022-07-28,JPY
17241,Payment,2470.32,2023-12-06,JPY
17242,Refund,8320.58,2024-04-05,EUR
17243,Purchase,1835.76,2021-04-03,GBP
17244,Purchase,9395.41,2022-06-18,AUD
17245,Sale,6713.64,2023-02-20,GBP
17246,Sale,2466.11,2021-11-01,JPY
17247,Payment,8223.39,2021-04-29,EUR
17248,Purchase,8202.95,2019-11-01,AUD
17249,Refund,139.08,2020-02-12,GBP
17250,Purchase,508.77,2024-01-28,GBP
17251,Purchase,3996.31,2023-03-05,USD
17252,Refund,4125.56,2020-02-03,GBP
17253,Refund,2317.55,2023-11-19,GBP
17254,Refund,3067.26,2020-09-09,JPY
17255,Purchase,4051.61,2020-05-19,JPY
17256,Payment,9642.59,2022-09-19,GBP
17257,Payment,5139.53,2024-01-22,EUR
17258,Payment,299.72,2020-06-28,USD
17259,Purchase,1190.54,2023-10-06,GBP
17260,Refund,9544.42,2022-09-25,GBP
17261,Sale,7739.96,2021-05-24,AUD
17262,Refund,6023.29,2022-09-10,EUR
17263,Refund,740.84,2023-03-15,JPY
17264,Purchase,7255.79,2022-09-05,GBP
17265,Payment,6645.97,2020-05-30,JPY
17266,Payment,6294.53,2020-07-01,GBP
17267,Purchase,1585.89,2021-07-23,JPY
17268,Payment,8616.05,2020-01-09,JPY
17269,Refund,4718.55,2024-06-19,USD
17270,Refund,5088.43,2023-02-07,GBP
17271,Sale,3709.53,2023-02-22,EUR
17272,Sale,9316.77,2021-11-12,USD
17273,Sale,8955.66,2023-04-05,JPY
17274,Refund,8954.53,2021-11-08,EUR
17275,Payment,6062.82,2021-09-27,JPY
17276,Refund,4105.21,2020-10-03,USD
17277,Payment,5963.95,2020-03-18,USD
17278,Payment,5017.16,2020-05-01,EUR
17279,Refund,9462.58,2021-07-27,USD
17280,Refund,3574.34,2022-01-27,GBP
17281,Purchase,1435.77,2024-05-09,GBP
17282,Payment,8723.63,2020-02-14,AUD
17283,Purchase,8315.85,2021-04-23,AUD
17284,Purchase,1626.45,2022-10-31,AUD
17285,Payment,3514.53,2021-08-22,GBP
17286,Purchase,1413.58,2021-09-13,JPY
17287,Sale,7654.75,2023-09-21,AUD
17288,Payment,1918.9,2021-10-09,EUR
17289,Refund,7023.93,2021-09-02,JPY
17290,Refund,641.41,2023-06-21,EUR
17291,Refund,244.5,2020-02-15,USD
17292,Refund,5456.16,2021-12-07,USD
17293,Sale,5377.24,2021-12-10,EUR
17294,Payment,3735.76,2023-01-14,EUR
17295,Sale,5697.41,2023-01-09,AUD
17296,Refund,5799.78,2024-07-22,EUR
17297,Payment,4220.49,2021-05-29,EUR
17298,Payment,6948.61,2021-09-19,AUD
17299,Payment,2755.53,2021-02-03,AUD
17300,Payment,5623.29,2023-01-04,USD
17301,Payment,8498.68,2021-11-11,USD
17302,Sale,3468.88,2022-08-15,EUR
17303,Refund,3753.88,2022-04-20,USD
17304,Sale,5220.37,2021-11-08,USD
17305,Purchase,6439.41,2022-04-28,AUD
17306,Sale,8890.22,2020-10-03,AUD
17307,Purchase,4417.67,2022-10-15,JPY
17308,Refund,2501.71,2022-06-23,JPY
17309,Purchase,1777.47,2022-09-04,JPY
17310,Purchase,7783.79,2024-06-20,AUD
17311,Refund,5378.43,2022-03-19,USD
17312,Sale,2455.71,2022-03-14,AUD
17313,Payment,1596.13,2021-02-27,USD
17314,Purchase,5777.02,2023-05-17,AUD
17315,Sale,4408.98,2020-01-16,EUR
17316,Payment,5849.76,2024-05-18,EUR
17317,Purchase,1927.86,2023-12-13,AUD
17318,Purchase,7576.26,2020-01-10,AUD
17319,Payment,1509.79,2019-10-17,EUR
17320,Sale,829.77,2023-02-01,EUR
17321,Purchase,9293.84,2021-01-25,EUR
17322,Payment,6269.23,2024-06-29,GBP
17323,Payment,2297.87,2020-06-01,GBP
17324,Payment,2226.51,2019-08-27,GBP
17325,Purchase,3485.4,2021-05-08,EUR
17326,Purchase,3417.85,2022-07-12,USD
17327,Payment,3260.15,2023-08-30,JPY
17328,Payment,1289.39,2022-12-30,JPY
17329,Purchase,7195.2,2021-06-01,JPY
17330,Refund,8654.32,2022-02-05,EUR
17331,Payment,9570.69,2021-05-15,JPY
17332,Sale,2118.98,2022-09-01,EUR
17333,Purchase,2950.83,2022-09-23,AUD
17334,Sale,5945.22,2022-07-09,EUR
17335,Payment,2438.91,2023-01-02,EUR
17336,Payment,9773.02,2020-10-14,AUD
17337,Sale,3249.51,2021-01-13,EUR
17338,Payment,5846.23,2023-10-06,JPY
17339,Payment,9915.36,2023-08-02,AUD
17340,Purchase,4552.71,2023-10-15,GBP
17341,Sale,5545.76,2022-01-17,JPY
17342,Refund,5177.92,2021-04-15,AUD
17343,Sale,7114.02,2023-11-09,EUR
17344,Purchase,6218.26,2024-03-09,EUR
17345,Payment,2446.98,2020-04-19,JPY
17346,Sale,1051.1,2021-02-10,EUR
17347,Refund,1948.78,2023-06-11,USD
17348,Refund,1553.46,2023-06-13,AUD
17349,Payment,5450.42,2023-09-09,GBP
17350,Payment,6181.9,2022-01-28,AUD
17351,Sale,8189.8,2022-07-06,AUD
17352,Refund,3843.97,2020-03-22,USD
17353,Refund,2685.55,2021-04-18,EUR
17354,Sale,5421.07,2024-08-05,JPY
17355,Payment,5653.2,2020-05-06,USD
17356,Payment,7471.15,2020-07-31,GBP
17357,Sale,9022.1,2024-06-09,USD
17358,Purchase,4314.79,2024-05-19,EUR
17359,Sale,6855.62,2023-02-03,AUD
17360,Purchase,3385.22,2020-06-16,GBP
17361,Purchase,3375.17,2024-01-04,EUR
17362,Refund,2463.55,2024-04-18,EUR
17363,Sale,3461.23,2023-11-22,EUR
17364,Payment,3437.32,2019-09-18,AUD
17365,Refund,8046.77,2020-03-21,JPY
17366,Payment,3176.71,2021-10-03,JPY
17367,Sale,4822.56,2022-09-18,EUR
17368,Refund,529.45,2024-01-18,EUR
17369,Refund,2129.52,2019-12-09,GBP
17370,Sale,6385.72,2019-11-28,EUR
17371,Sale,22.44,2024-07-22,USD
17372,Refund,4325.55,2022-01-10,EUR
17373,Sale,5084.2,2021-01-25,EUR
17374,Sale,9934.37,2021-12-21,AUD
17375,Payment,8683.38,2019-08-12,USD
17376,Sale,6169.88,2022-06-16,JPY
17377,Payment,9234.38,2020-05-03,JPY
17378,Payment,3914.5,2022-04-12,USD
17379,Purchase,2774.44,2020-01-08,JPY
17380,Refund,4711.32,2023-08-29,EUR
17381,Purchase,1285.58,2021-12-27,USD
17382,Sale,2508.67,2023-09-16,AUD
17383,Sale,4490.37,2020-05-15,GBP
17384,Sale,6047.87,2024-04-27,AUD
17385,Payment,3029.49,2022-05-22,GBP
17386,Sale,9894.68,2022-07-20,USD
17387,Payment,1179.79,2021-05-21,AUD
17388,Purchase,9964.03,2021-09-03,JPY
17389,Payment,8755.0,2023-05-08,GBP
17390,Refund,7240.28,2022-04-14,EUR
17391,Payment,1309.49,2024-02-24,USD
17392,Sale,4270.86,2019-10-31,AUD
17393,Refund,2913.22,2021-09-05,USD
17394,Sale,4451.08,2024-07-13,EUR
17395,Sale,1635.36,2020-12-31,GBP
17396,Sale,1313.13,2020-08-30,USD
17397,Sale,1496.27,2024-06-05,EUR
17398,Refund,9893.54,2022-02-14,GBP
17399,Payment,5283.37,2024-02-06,USD
17400,Purchase,4039.85,2021-11-05,EUR
17401,Payment,21.07,2020-10-02,GBP
17402,Sale,3867.18,2019-12-10,EUR
17403,Purchase,2891.83,2020-11-15,USD
17404,Purchase,8681.1,2023-11-12,AUD
17405,Payment,7838.07,2023-10-27,EUR
17406,Sale,9546.9,2022-10-20,JPY
17407,Refund,3686.79,2022-06-18,AUD
17408,Sale,9584.23,2023-06-30,JPY
17409,Refund,4391.43,2024-01-09,EUR
17410,Purchase,867.22,2021-02-11,GBP
17411,Purchase,8088.4,2022-05-29,EUR
17412,Payment,4663.35,2022-02-09,JPY
17413,Refund,55.87,2021-12-26,USD
17414,Sale,8315.53,2022-08-14,AUD
17415,Refund,5903.32,2020-11-24,JPY
17416,Sale,7649.11,2020-05-31,AUD
17417,Sale,7289.09,2021-05-30,EUR
17418,Purchase,7762.5,2022-08-16,GBP
17419,Payment,3378.06,2023-06-10,GBP
17420,Purchase,8902.32,2020-12-16,EUR
17421,Sale,3690.76,2023-08-30,JPY
17422,Refund,6917.4,2021-02-28,JPY
17423,Sale,9858.3,2022-09-30,AUD
17424,Purchase,5772.67,2020-03-21,AUD
17425,Refund,1683.74,2022-09-20,AUD
17426,Payment,3476.31,2023-03-14,JPY
17427,Refund,993.44,2022-03-28,JPY
17428,Payment,1196.19,2019-12-27,JPY
17429,Purchase,4560.82,2022-08-22,EUR
17430,Purchase,1489.44,2022-06-19,EUR
17431,Refund,4048.9,2019-12-25,JPY
17432,Payment,6290.4,2022-10-18,USD
17433,Sale,8012.49,2022-07-05,JPY
17434,Payment,3535.7,2021-09-26,JPY
17435,Sale,4280.4,2019-09-02,USD
17436,Sale,7551.6,2024-05-16,USD
17437,Sale,8651.46,2022-04-09,JPY
17438,Purchase,4198.17,2021-02-12,USD
17439,Payment,5653.93,2021-03-05,USD
17440,Refund,2940.39,2019-10-30,GBP
17441,Payment,7691.38,2022-04-03,USD
17442,Refund,8099.5,2021-04-07,EUR
17443,Payment,7074.7,2020-03-15,USD
17444,Sale,171.84,2019-08-12,JPY
17445,Purchase,7973.36,2021-12-18,USD
17446,Purchase,1872.47,2022-12-15,EUR
17447,Purchase,7448.83,2023-05-10,AUD
17448,Purchase,1141.13,2024-04-21,AUD
17449,Refund,3317.12,2020-09-30,USD
17450,Purchase,5625.28,2022-10-18,EUR
17451,Sale,4671.98,2021-02-27,USD
17452,Refund,4368.86,2021-08-11,EUR
17453,Refund,8571.78,2022-03-26,AUD
17454,Sale,2951.63,2024-07-03,JPY
17455,Payment,8963.58,2020-07-23,AUD
17456,Payment,8002.93,2020-04-21,USD
17457,Refund,1929.95,2021-10-01,AUD
17458,Sale,3340.53,2023-06-29,GBP
17459,Sale,3436.03,2024-01-26,GBP
17460,Purchase,7758.66,2021-02-10,AUD
17461,Purchase,1135.52,2022-01-09,USD
17462,Payment,9657.14,2022-01-07,USD
17463,Sale,9203.25,2022-08-06,AUD
17464,Sale,4148.49,2023-04-18,USD
17465,Payment,5831.11,2019-10-23,AUD
17466,Payment,7787.55,2022-08-27,USD
17467,Refund,3648.77,2023-05-01,JPY
17468,Payment,6549.65,2020-11-20,AUD
17469,Sale,6526.86,2020-08-13,JPY
17470,Refund,4970.89,2021-02-11,GBP
17471,Refund,3360.45,2020-05-16,EUR
17472,Sale,3995.06,2020-03-10,USD
17473,Refund,5062.03,2022-08-09,GBP
17474,Payment,6518.19,2022-05-18,EUR
17475,Refund,3113.4,2020-08-08,USD
17476,Payment,7211.18,2020-08-09,EUR
17477,Payment,4426.28,2020-06-30,USD
17478,Sale,3487.04,2021-01-17,JPY
17479,Sale,1669.01,2020-05-21,GBP
17480,Purchase,7867.9,2022-12-05,GBP
17481,Purchase,6326.28,2024-06-14,USD
17482,Purchase,258.11,2021-05-10,USD
17483,Payment,4632.17,2024-01-26,JPY
17484,Purchase,969.68,2020-02-08,EUR
17485,Refund,9862.36,2020-08-20,EUR
17486,Purchase,5916.07,2020-10-06,USD
17487,Purchase,1461.16,2022-10-05,AUD
17488,Sale,8684.21,2023-04-01,GBP
17489,Refund,3293.77,2023-01-17,USD
17490,Purchase,5414.26,2020-01-25,GBP
17491,Sale,5916.1,2022-12-03,JPY
17492,Payment,8186.75,2022-05-05,AUD
17493,Payment,384.7,2021-01-19,USD
17494,Sale,2447.12,2021-02-14,EUR
17495,Payment,2544.64,2020-09-26,JPY
17496,Payment,8948.71,2020-04-20,EUR
17497,Sale,4226.53,2020-03-05,AUD
17498,Refund,9873.18,2022-02-13,JPY
17499,Sale,4046.59,2022-07-20,EUR
17500,Refund,9803.48,2020-09-19,GBP
17501,Refund,535.68,2021-07-04,EUR
17502,Refund,5541.21,2020-03-13,USD
17503,Payment,6024.01,2020-12-27,JPY
17504,Refund,1708.95,2022-05-26,AUD
17505,Payment,756.92,2023-09-16,GBP
17506,Purchase,2759.54,2020-06-11,AUD
17507,Refund,7335.43,2020-12-31,AUD
17508,Purchase,8679.43,2021-12-28,AUD
17509,Purchase,7899.18,2022-08-21,USD
17510,Refund,9126.79,2020-05-06,JPY
17511,Payment,5434.24,2023-11-16,AUD
17512,Payment,6223.62,2023-02-12,USD
17513,Sale,1338.36,2019-12-11,GBP
17514,Purchase,4141.18,2021-02-19,USD
17515,Payment,2477.2,2023-10-11,USD
17516,Refund,7122.48,2024-06-20,USD
17517,Payment,5532.57,2024-05-25,AUD
17518,Refund,8480.03,2022-12-22,GBP
17519,Payment,8461.8,2021-06-07,AUD
17520,Refund,8340.41,2023-06-18,USD
17521,Payment,7403.24,2021-04-02,AUD
17522,Purchase,5846.08,2023-11-27,GBP
17523,Payment,2912.43,2019-12-06,GBP
17524,Purchase,969.98,2020-04-24,EUR
17525,Refund,8760.24,2020-01-29,EUR
17526,Refund,7724.66,2022-04-16,JPY
17527,Payment,3452.12,2020-12-12,USD
17528,Payment,8299.06,2024-02-17,EUR
17529,Payment,6915.5,2024-02-12,EUR
17530,Payment,439.43,2020-06-08,EUR
17531,Sale,4059.69,2023-06-11,USD
17532,Refund,7479.56,2021-04-13,EUR
17533,Purchase,2510.73,2023-08-17,USD
17534,Purchase,6209.01,2020-12-29,GBP
17535,Sale,2093.91,2020-05-10,JPY
17536,Payment,3993.98,2020-08-09,AUD
17537,Payment,1251.64,2020-12-25,GBP
17538,Payment,7390.93,2023-12-27,AUD
17539,Sale,4414.04,2022-09-05,GBP
17540,Purchase,743.94,2021-11-15,EUR
17541,Payment,3437.91,2020-12-08,JPY
17542,Purchase,1499.42,2021-05-13,GBP
17543,Refund,6028.22,2019-08-21,EUR
17544,Payment,4208.75,2022-08-31,GBP
17545,Purchase,6604.1,2022-10-22,EUR
17546,Sale,3598.34,2021-05-08,JPY
17547,Sale,348.89,2023-12-27,GBP
17548,Purchase,3362.02,2020-07-23,USD
17549,Refund,8444.94,2023-08-19,AUD
